iter	A(1)	B(1)	A(1.1)	B(1.1)	A(1.2)	B(1.2)	A(1.3)	B(1.3)	A(1.4)	B(1.4)	A(1.5)	B(1.5)	A(1.6)	B(1.6)	A(1.7)	B(1.7)	A(1.8)	B(1.8)	A(1.9)	B(1.9)	A(1.10)	B(1.10)	LnPrior	LnData	LnPosterior
183	-1.69429	1.486	-0.141502	1.1687	-0.468934	1.53723	-0.393173	1.15162	-0.298704	1.37562	-0.258769	1.17606	-0.564312	1.23051	-2.00096	1.27602	-0.369855	1.10286	-0.147441	1.33025	-10.589	2.85198	-4.728991e+03	-7.465104e+04	-7.938003e+04
184	-1.69429	1.486	-0.141502	1.1687	-0.468934	1.53723	-0.393173	1.15162	-0.298704	1.37562	-0.258769	1.17606	-0.564312	1.23051	-1.80478	1.22259	-0.369855	1.10286	-0.0778448	1.33025	-10.589	2.85198	-4.736223e+03	-7.401067e+04	-7.874690e+04
185	-1.69429	1.486	-0.141502	1.1687	-0.468934	1.53723	-0.393173	1.15162	-0.298704	1.37562	-0.258769	1.17606	-0.49248	1.23051	-1.80478	1.22259	-0.369855	1.10286	-0.0778448	1.33025	-10.5488	2.76639	-4.706033e+03	-7.306430e+04	-7.777033e+04
186	-1.69429	1.486	-0.141502	1.1687	-0.468934	1.53723	-0.393173	1.15162	-0.298704	1.37562	-0.258769	1.17606	-0.49248	1.23051	-1.6815	1.20539	-0.369855	1.10286	-0.0778448	1.33025	-10.5488	2.76639	-4.705547e+03	-7.280745e+04	-7.751300e+04
187	-1.69429	1.486	-0.141502	1.1687	-0.468934	1.53723	-0.393173	1.15162	-0.298704	1.37562	-0.258769	1.17606	-0.381361	1.23051	-1.6815	1.18689	-0.369855	1.10286	-0.0778448	1.33025	-10.5488	2.76639	-4.719653e+03	-7.272097e+04	-7.744062e+04
188	-1.69429	1.486	-0.141502	1.1687	-0.468934	1.53723	-0.393173	1.15162	-0.298704	1.37562	-0.258769	1.17606	-0.381361	1.23051	-1.6815	1.17513	-0.369855	1.10286	-0.0778448	1.33025	-10.4373	2.76639	-4.621658e+03	-7.122469e+04	-7.584635e+04
189	-1.69429	1.486	-0.141502	1.1687	-0.468934	1.53723	-0.393173	1.15162	-0.298704	1.37562	-0.258769	1.17606	-0.381361	1.23051	-1.6815	1.17513	-0.369855	1.10286	-0.0778448	1.33025	-10.4373	2.76639	-4.621658e+03	-7.122469e+04	-7.584635e+04
190	-1.69429	1.486	-0.141502	1.1687	-0.468934	1.51327	-0.381061	1.15162	-0.298704	1.37562	-0.258769	1.17606	-0.381361	1.23051	-0.961852	1.17513	-0.369855	1.10286	-0.0778448	1.33025	-10.3215	2.73745	-4.548576e+03	-6.941970e+04	-7.396828e+04
191	-1.51403	1.33729	-0.141502	1.1687	-0.468934	1.51327	-0.381061	1.15162	-0.298704	1.37562	-0.258769	1.17606	-0.381361	1.23051	-0.961852	1.17513	-0.369855	1.10286	-0.0778448	1.33025	-10.2605	2.73745	-4.451568e+03	-6.862499e+04	-7.307655e+04
192	-1.51403	1.33729	-0.141502	1.1687	-0.162885	1.51327	-0.381061	1.15162	-0.298704	1.37562	-0.258769	1.17606	-0.381361	1.23051	-0.961852	1.17513	-0.369855	1.10286	-0.0778448	1.33025	-10.2605	2.73745	-4.488236e+03	-6.851768e+04	-7.300592e+04
193	-1.51403	1.33729	-0.141502	1.1687	-0.162885	1.4773	-0.381061	1.15162	-0.240966	1.37562	-0.258769	1.17606	-0.381361	1.23051	-0.961852	1.15884	-0.369855	1.10286	-0.0778448	1.33025	-10.2505	2.73745	-4.486531e+03	-6.803532e+04	-7.252186e+04
194	-1.51403	1.33729	-0.141502	1.1687	-0.162885	1.4773	-0.381061	1.15547	-0.240966	1.37562	-0.258769	1.17606	-0.381361	1.23051	-0.961852	1.15884	-0.369855	1.10286	-0.0778448	1.33025	-10.2505	2.73619	-4.486470e+03	-6.803656e+04	-7.252303e+04
195	-1.51403	1.45801	-0.141502	1.1687	-0.162885	1.4773	-0.381061	1.15547	-0.240966	1.34581	-0.258769	1.17606	-0.381361	1.23051	-0.961852	1.15884	-0.369855	1.10286	-0.0778448	1.33025	-10.1904	2.73619	-4.434472e+03	-6.725070e+04	-7.168517e+04
196	-1.51403	1.45801	-0.141502	1.1687	-0.162885	1.4773	-0.381061	1.15547	-0.240966	1.34581	-0.258769	1.17606	-0.381361	1.23051	-1.31743	1.15884	-0.369855	1.10286	-0.0778448	1.33025	-10.1904	2.73619	-4.421159e+03	-6.722926e+04	-7.165042e+04
197	-1.36625	1.45801	-0.141502	1.1687	-0.162885	1.4773	-0.381061	1.15547	-0.240966	1.34581	-0.258769	1.17606	-0.381361	1.23051	-1.31743	1.15884	-0.369855	1.10286	-0.0778448	1.33025	-10.1904	2.73619	-4.408163e+03	-6.722926e+04	-7.163742e+04
198	-1.36625	1.45801	-0.141502	1.1687	-0.162885	1.4773	-0.381061	1.15547	-0.240966	1.34581	-0.185173	1.17606	-0.381361	1.23051	-1.31743	1.15884	-0.369855	1.10286	-0.0778448	1.33025	-10.1149	2.73214	-4.350100e+03	-6.626756e+04	-7.061766e+04
199	-1.36625	1.45801	-0.141502	1.1687	-0.162885	1.4773	-0.381061	1.15547	-0.211194	1.34581	-0.185173	1.17606	-0.460121	1.23051	-1.31743	1.15884	-0.369855	1.10286	-0.0778448	1.33025	-10.006	2.73214	-4.251344e+03	-6.493106e+04	-6.918241e+04
200	-1.36625	1.45801	-0.141502	1.1687	-0.162885	1.4773	-0.381061	1.15547	-0.211194	1.34581	-0.185173	1.17606	-0.460121	1.23051	-1.31743	1.15884	-0.369855	1.10286	-0.0778448	1.33025	-10.006	2.68128	-4.249756e+03	-6.486935e+04	-6.911911e+04
