Results of Simulation 1

Time	Q_inh	Q_brain	Q_muscle	Q_lung	Q_heart	Q_liver	Q_kidney	Q_pancreas	Q_art	Q_ven	Q_stom_lumen	Q_urine	Q_spleen	Q_gut_lumen	Q_urt	Q_gonads
274	2.25	0.0114629	0.179322	0.000495552	0.00166809	0.0117402	0.000946965	0.00110292	0.000374574	0.00164256	0.001181	3.22486e-06	0.00026545	0.000172776	5.9665e-06	0.000319714
275	2.25	0.0114149	0.179128	0.000494281	0.00166319	0.0117008	0.000944485	0.00109809	0.000373612	0.00163835	0.00117792	3.22791e-06	0.000264744	0.000172304	5.95119e-06	0.000318789
276	2.25	0.0113675	0.178935	0.000493021	0.00165834	0.0116619	0.000942027	0.0010933	0.000372658	0.00163418	0.00117487	3.23096e-06	0.000264044	0.000171837	5.93601e-06	0.000317866
277	2.25	0.0113206	0.17874	0.000491772	0.00165354	0.0116233	0.000939592	0.00108857	0.000371713	0.00163005	0.00117185	3.23399e-06	0.000263351	0.000171374	5.92098e-06	0.000316947
278	2.25	0.0112742	0.178546	0.000490535	0.00164878	0.0115852	0.000937179	0.00108389	0.000370776	0.00162595	0.00116885	3.23702e-06	0.000262664	0.000170916	5.90608e-06	0.000316031
279	2.25	0.0112283	0.178351	0.000489309	0.00164407	0.0115475	0.000934788	0.00107926	0.000369848	0.00162189	0.00116588	3.24004e-06	0.000261984	0.000170462	5.89132e-06	0.000315117
280	2.25	0.0111829	0.178157	0.000488093	0.00163941	0.0115102	0.000932419	0.00107468	0.000368928	0.00161787	0.00116294	3.24306e-06	0.000261309	0.000170012	5.87668e-06	0.000314207
281	2.25	0.011138	0.177962	0.000486889	0.00163479	0.0114733	0.000930071	0.00107015	0.000368017	0.00161388	0.00116003	3.24606e-06	0.000260641	0.000169566	5.86218e-06	0.0003133
282	2.25	0.0110937	0.177766	0.000485695	0.00163022	0.0114368	0.000927744	0.00106566	0.000367113	0.00160993	0.00115714	3.24906e-06	0.000259979	0.000169124	5.84781e-06	0.000312395
283	2.25	0.0110498	0.177571	0.000484512	0.00162569	0.0114007	0.000925438	0.00106123	0.000366218	0.00160601	0.00115428	3.25205e-06	0.000259323	0.000168687	5.83356e-06	0.000311494
284	2.25	0.0110063	0.177376	0.000483339	0.0016212	0.0113649	0.000923152	0.00105684	0.00036533	0.00160213	0.00115144	3.25504e-06	0.000258673	0.000168253	5.81943e-06	0.000310596
285	2.25	0.0109634	0.17718	0.000482176	0.00161676	0.0113295	0.000920887	0.00105251	0.00036445	0.00159828	0.00114863	3.25801e-06	0.000258029	0.000167824	5.80543e-06	0.000309701
286	2.25	0.0109209	0.176984	0.000481023	0.00161236	0.0112945	0.000918642	0.00104821	0.000363578	0.00159446	0.00114584	3.26098e-06	0.00025739	0.000167398	5.79155e-06	0.000308808
287	2.25	0.0108789	0.176788	0.000479881	0.001608	0.0112598	0.000916416	0.00104397	0.000362713	0.00159068	0.00114307	3.26395e-06	0.000256757	0.000166976	5.77779e-06	0.000307919
288	2.25	0.0108374	0.176592	0.000478748	0.00160369	0.0112255	0.00091421	0.00103977	0.000361855	0.00158693	0.00114033	3.2669e-06	0.00025613	0.000166558	5.76415e-06	0.000307033
289	2.25	0.0107963	0.176396	0.000477624	0.00159941	0.0111915	0.000912023	0.00103561	0.000361005	0.00158321	0.00113762	3.26985e-06	0.000255508	0.000166144	5.75063e-06	0.00030615
290	2.25	0.0107556	0.176199	0.000476511	0.00159517	0.0111579	0.000909854	0.0010315	0.000360162	0.00157952	0.00113493	3.27279e-06	0.000254891	0.000165733	5.73722e-06	0.00030527
291	2.25	0.0107154	0.176003	0.000475406	0.00159098	0.0111246	0.000907705	0.00102743	0.000359327	0.00157586	0.00113226	3.27572e-06	0.00025428	0.000165326	5.72392e-06	0.000304393
292	2.25	0.0106756	0.175806	0.000474311	0.00158682	0.0110917	0.000905573	0.0010234	0.000358498	0.00157224	0.00112961	3.27865e-06	0.000253674	0.000164923	5.71073e-06	0.000303519
293	2.25	0.0106363	0.175609	0.000473225	0.0015827	0.0110591	0.00090346	0.00101942	0.000357676	0.00156864	0.00112698	3.28157e-06	0.000253074	0.000164523	5.69766e-06	0.000302647
294	2.25	0.0105974	0.175413	0.000472148	0.00157862	0.0110268	0.000901364	0.00101548	0.000356861	0.00156508	0.00112438	3.28448e-06	0.000252478	0.000164127	5.68469e-06	0.000301779
295	2.25	0.0105588	0.175216	0.00047108	0.00157458	0.0109949	0.000899287	0.00101158	0.000356053	0.00156154	0.0011218	3.28739e-06	0.000251888	0.000163734	5.67183e-06	0.000300914
296	2.25	0.0105207	0.175019	0.000470021	0.00157057	0.0109632	0.000897226	0.00100772	0.000355251	0.00155803	0.00111924	3.29029e-06	0.000251302	0.000163344	5.65908e-06	0.000300052
297	2.25	0.010483	0.174821	0.00046897	0.0015666	0.0109319	0.000895183	0.00100391	0.000354456	0.00155455	0.0011167	3.29318e-06	0.000250722	0.000162958	5.64642e-06	0.000299193
298	2.25	0.0104457	0.174624	0.000467928	0.00156267	0.0109009	0.000893156	0.00100013	0.000353667	0.0015511	0.00111419	3.29607e-06	0.000250146	0.000162575	5.63388e-06	0.000298337
299	2.25	0.0104088	0.174427	0.000466895	0.00155877	0.0108701	0.000891146	0.000996391	0.000352885	0.00154768	0.00111169	3.29895e-06	0.000249575	0.000162195	5.62143e-06	0.000297485
300	2.25	0.0103723	0.174229	0.000465869	0.0015549	0.0108397	0.000889153	0.000992692	0.000352109	0.00154429	0.00110921	3.30182e-06	0.000249009	0.000161819	5.60908e-06	0.000296635


