iter	ka(1)	ke(1)	F(1)	IndexT	LnPseudoPrior(0)	LnPseudoPrior(1)	LnPseudoPrior(2)	LnPseudoPrior(3)	LnPseudoPrior(4)	LnPseudoPrior(5)	LnPseudoPrior(6)	LnPseudoPrior(7)	LnPseudoPrior(8)	LnPseudoPrior(9)	LnPrior	LnData	LnPosterior
5980	0.09382	0.0517676	0.768729	5	-3.619117e+00	2.581338e+00	3.982937e+00	4.464303e+00	4.310505e+00	1.416614e+00	-2.520671e+00	-4.194824e+00	-5.352262e+00	-5.851417e+00	1.914064e+00	3.609635e+01	3.801041e+01
5990	0.0998786	0.0495479	0.757312	6	-3.617460e+00	2.582995e+00	3.984593e+00	4.465960e+00	4.312162e+00	1.414625e+00	-2.526303e+00	-4.198635e+00	-5.352429e+00	-5.849760e+00	1.895802e+00	3.767034e+01	3.956614e+01
6000	0.0985312	0.0495162	0.731108	4	-3.615806e+00	2.584649e+00	3.986248e+00	4.467614e+00	4.310178e+00	1.407182e+00	-2.528289e+00	-4.198802e+00	-5.350774e+00	-5.848106e+00	1.910002e+00	3.713514e+01	3.904514e+01
6010	0.101559	0.049177	0.746019	5	-3.614155e+00	2.586300e+00	3.987899e+00	4.469266e+00	4.300928e+00	1.401569e+00	-2.526638e+00	-4.197150e+00	-5.349123e+00	-5.846455e+00	1.886592e+00	3.754653e+01	3.943312e+01
6020	0.100781	0.0492547	0.765722	6	-3.612506e+00	2.587949e+00	3.989548e+00	4.470914e+00	4.300763e+00	1.395965e+00	-2.532243e+00	-4.197316e+00	-5.347474e+00	-5.844806e+00	1.892724e+00	3.508550e+01	3.697822e+01
6030	0.0955942	0.0500693	0.746855	7	-3.610860e+00	2.589595e+00	3.991194e+00	4.472560e+00	4.298787e+00	1.392177e+00	-2.536027e+00	-4.199289e+00	-5.345828e+00	-5.843160e+00	1.928992e+00	3.723656e+01	3.916555e+01
6040	0.0971699	0.0500536	0.745795	8	-3.609217e+00	2.591238e+00	3.992837e+00	4.474204e+00	4.300430e+00	1.393820e+00	-2.534384e+00	-4.199455e+00	-5.349609e+00	-5.852360e+00	1.913070e+00	3.809045e+01	4.000352e+01
6050	0.103576	0.0495157	0.725884	8	-3.607576e+00	2.592879e+00	3.994477e+00	4.475844e+00	4.302070e+00	1.395461e+00	-2.532743e+00	-4.199619e+00	-5.356991e+00	-5.857938e+00	1.859984e+00	3.776042e+01	3.962041e+01
6060	0.105897	0.0489257	0.70533	8	-3.605939e+00	2.594516e+00	3.996115e+00	4.477482e+00	4.303708e+00	1.397099e+00	-2.531106e+00	-4.199784e+00	-5.362559e+00	-5.865308e+00	1.849578e+00	3.643976e+01	3.828933e+01
6070	0.0971749	0.0502159	0.777403	8	-3.604303e+00	2.596152e+00	3.997750e+00	4.479117e+00	4.305343e+00	1.398734e+00	-2.531269e+00	-4.203548e+00	-5.368117e+00	-5.867268e+00	1.909781e+00	3.749203e+01	3.940181e+01
6080	0.0961064	0.0498587	0.794642	5	-3.602671e+00	2.597784e+00	3.999383e+00	4.480750e+00	4.306976e+00	1.396777e+00	-2.533227e+00	-4.205508e+00	-5.371874e+00	-5.867432e+00	1.927907e+00	3.222677e+01	3.415467e+01
6090	0.0882602	0.0521342	0.815508	5	-3.601041e+00	2.599414e+00	4.001013e+00	4.482380e+00	4.305019e+00	1.387649e+00	-2.535181e+00	-4.203878e+00	-5.370244e+00	-5.865802e+00	1.966958e+00	3.661273e+01	3.857969e+01
6100	0.0919846	0.0523911	0.801234	5	-3.599414e+00	2.601041e+00	4.002640e+00	4.484007e+00	4.304856e+00	1.378538e+00	-2.538925e+00	-4.202251e+00	-5.368617e+00	-5.864175e+00	1.921483e+00	3.658250e+01	3.850398e+01
6110	0.0911327	0.0513377	0.785923	6	-3.597789e+00	2.602666e+00	4.004265e+00	4.485631e+00	4.299333e+00	1.373014e+00	-2.540874e+00	-4.200626e+00	-5.366992e+00	-5.862550e+00	1.951083e+00	3.764158e+01	3.959266e+01
6120	0.0948314	0.0508482	0.767904	5	-3.596167e+00	2.604288e+00	4.005887e+00	4.487253e+00	4.300955e+00	1.367502e+00	-2.546390e+00	-4.202575e+00	-5.365370e+00	-5.860928e+00	1.921467e+00	3.849767e+01	4.041914e+01
6130	0.103751	0.0488045	0.728167	5	-3.594548e+00	2.605907e+00	4.007506e+00	4.488873e+00	4.302574e+00	1.358434e+00	-2.550114e+00	-4.202736e+00	-5.363751e+00	-5.859309e+00	1.872708e+00	3.758141e+01	3.945412e+01
6140	0.107544	0.0492813	0.714565	5	-3.592931e+00	2.607524e+00	4.009123e+00	4.490489e+00	4.298856e+00	1.349381e+00	-2.550276e+00	-4.201120e+00	-5.362134e+00	-5.857692e+00	1.826738e+00	3.609465e+01	3.792138e+01
6150	0.105669	0.0489853	0.721924	5	-3.591317e+00	2.609138e+00	4.010737e+00	4.492103e+00	4.296918e+00	1.340343e+00	-2.552212e+00	-4.199506e+00	-5.360520e+00	-5.856078e+00	1.850548e+00	3.771634e+01	3.956689e+01
6160	0.102433	0.0498497	0.727288	7	-3.589706e+00	2.610749e+00	4.012348e+00	4.493715e+00	4.298529e+00	1.331317e+00	-2.555918e+00	-4.199665e+00	-5.358909e+00	-5.854467e+00	1.864430e+00	3.722847e+01	3.909290e+01
6170	0.103721	0.0487929	0.71331	9	-3.588097e+00	2.612358e+00	4.013957e+00	4.495324e+00	4.300138e+00	1.331155e+00	-2.561390e+00	-4.203366e+00	-5.359069e+00	-5.854627e+00	1.873235e+00	3.710873e+01	3.898196e+01
6180	0.10531	0.0491467	0.732164	7	-3.586491e+00	2.613964e+00	4.015563e+00	4.496930e+00	4.299977e+00	1.329227e+00	-2.563318e+00	-4.207059e+00	-5.360997e+00	-5.853020e+00	1.850705e+00	3.774870e+01	3.959941e+01
6190	0.104399	0.0489478	0.729966	8	-3.584887e+00	2.615568e+00	4.017167e+00	4.498534e+00	4.301581e+00	1.325537e+00	-2.568771e+00	-4.208983e+00	-5.361156e+00	-5.851417e+00	1.863515e+00	3.783198e+01	3.969550e+01
6200	0.0971708	0.0496641	0.757246	9	-3.583286e+00	2.617169e+00	4.018768e+00	4.500135e+00	4.303182e+00	1.327138e+00	-2.568932e+00	-4.212667e+00	-5.364838e+00	-5.855097e+00	1.920871e+00	3.736412e+01	3.928499e+01
6210	0.103025	0.0497071	0.764236	8	-3.581687e+00	2.618768e+00	4.020367e+00	4.501734e+00	4.304781e+00	1.326979e+00	-2.570850e+00	-4.216344e+00	-5.368515e+00	-5.855258e+00	1.861496e+00	3.616442e+01	3.802591e+01
6220	0.0967316	0.0505211	0.766584	9	-3.580091e+00	2.620364e+00	4.021963e+00	4.503330e+00	4.306377e+00	1.328575e+00	-2.569254e+00	-4.216503e+00	-5.372184e+00	-5.864197e+00	1.908259e+00	3.874313e+01	4.065139e+01
6230	0.0968358	0.0496919	0.764814	7	-3.578498e+00	2.621957e+00	4.023556e+00	4.504923e+00	4.307970e+00	1.330168e+00	-2.571166e+00	-4.221920e+00	-5.374096e+00	-5.866111e+00	1.923744e+00	3.676224e+01	3.868599e+01
6240	0.105831	0.0486181	0.730778	6	-3.576907e+00	2.623548e+00	4.025147e+00	4.506514e+00	4.309561e+00	1.328259e+00	-2.574824e+00	-4.225578e+00	-5.376006e+00	-5.864520e+00	1.856486e+00	3.678126e+01	3.863775e+01
6250	0.100505	0.0496816	0.753296	4	-3.575318e+00	2.625137e+00	4.026736e+00	4.508102e+00	4.309404e+00	1.319365e+00	-2.576732e+00	-4.225738e+00	-5.374418e+00	-5.862932e+00	1.886852e+00	3.832223e+01	4.020908e+01
6260	0.101818	0.0498576	0.742778	6	-3.573732e+00	2.626723e+00	4.028322e+00	4.509688e+00	4.310989e+00	1.317460e+00	-2.583868e+00	-4.229385e+00	-5.372832e+00	-5.861346e+00	1.870319e+00	3.840103e+01	4.027135e+01
6270	0.0976916	0.0504149	0.738989	6	-3.572149e+00	2.628306e+00	4.029905e+00	4.511272e+00	4.310830e+00	1.310333e+00	-2.587508e+00	-4.229542e+00	-5.371248e+00	-5.859763e+00	1.900545e+00	3.704460e+01	3.894514e+01
6280	0.0938751	0.0511324	0.77413	8	-3.570568e+00	2.629887e+00	4.031486e+00	4.512853e+00	4.308932e+00	1.303216e+00	-2.587665e+00	-4.229699e+00	-5.371405e+00	-5.858182e+00	1.925896e+00	3.836268e+01	4.028857e+01
6290	0.0949456	0.0504288	0.764353	8	-3.568989e+00	2.631466e+00	4.033064e+00	4.514431e+00	4.310511e+00	1.304795e+00	-2.586087e+00	-4.229856e+00	-5.376771e+00	-5.865286e+00	1.928578e+00	3.821120e+01	4.013978e+01
6300	0.0976766	0.0499413	0.768283	7	-3.567414e+00	2.633041e+00	4.034640e+00	4.516007e+00	4.312087e+00	1.306371e+00	-2.584511e+00	-4.230013e+00	-5.382129e+00	-5.872379e+00	1.910141e+00	3.768567e+01	3.959581e+01
6310	0.0967638	0.0516604	0.781346	9	-3.565840e+00	2.634615e+00	4.036214e+00	4.517580e+00	4.313660e+00	1.307944e+00	-2.582937e+00	-4.230171e+00	-5.384019e+00	-5.882918e+00	1.885536e+00	3.618461e+01	3.807014e+01
6320	0.0888299	0.0520725	0.79104	9	-3.564269e+00	2.636186e+00	4.037785e+00	4.519151e+00	4.315231e+00	1.309515e+00	-2.581366e+00	-4.230328e+00	-5.387632e+00	-5.891716e+00	1.961865e+00	3.655502e+01	3.851688e+01
6330	0.0910828	0.0512314	0.775768	8	-3.562701e+00	2.637754e+00	4.039353e+00	4.520720e+00	4.316799e+00	1.311084e+00	-2.579798e+00	-4.228759e+00	-5.391240e+00	-5.902225e+00	1.953705e+00	3.708918e+01	3.904289e+01
6340	0.0976113	0.0507069	0.766724	7	-3.561135e+00	2.639320e+00	4.040919e+00	4.522286e+00	4.318366e+00	1.312650e+00	-2.578232e+00	-4.230638e+00	-5.394842e+00	-5.909272e+00	1.895576e+00	3.854660e+01	4.044218e+01
6350	0.0939552	0.0507868	0.74726	5	-3.559571e+00	2.640884e+00	4.042483e+00	4.523850e+00	4.319929e+00	1.310774e+00	-2.585269e+00	-4.234235e+00	-5.393279e+00	-5.907708e+00	1.931861e+00	3.586944e+01	3.780131e+01
6360	0.0973406	0.0494935	0.777441	6	-3.558010e+00	2.642445e+00	4.044044e+00	4.525411e+00	4.316336e+00	1.305466e+00	-2.587140e+00	-4.234390e+00	-5.391718e+00	-5.906147e+00	1.922568e+00	3.385415e+01	3.577672e+01
6370	0.0974992	0.05031	0.765029	6	-3.556451e+00	2.644004e+00	4.045603e+00	4.526969e+00	4.316179e+00	1.300167e+00	-2.592440e+00	-4.234546e+00	-5.390159e+00	-5.904588e+00	1.904593e+00	3.867458e+01	4.057918e+01
6380	0.107155	0.0493636	0.73561	7	-3.554895e+00	2.645560e+00	4.047159e+00	4.528526e+00	4.317735e+00	1.298300e+00	-2.594306e+00	-4.238125e+00	-5.392028e+00	-5.904745e+00	1.828749e+00	3.645236e+01	3.828111e+01
6390	0.105104	0.0487917	0.732856	5	-3.553341e+00	2.647114e+00	4.048713e+00	4.530080e+00	4.319289e+00	1.298146e+00	-2.597880e+00	-4.241699e+00	-5.393893e+00	-5.904901e+00	1.859903e+00	3.723848e+01	3.909838e+01
6400	0.103482	0.0498731	0.742421	9	-3.551789e+00	2.648666e+00	4.050264e+00	4.531631e+00	4.320841e+00	1.296283e+00	-2.599743e+00	-4.241855e+00	-5.397460e+00	-5.906760e+00	1.853719e+00	3.770512e+01	3.955884e+01
6410	0.0978627	0.0496702	0.742341	7	-3.550240e+00	2.650215e+00	4.051813e+00	4.533180e+00	4.322390e+00	1.297832e+00	-2.598194e+00	-4.243713e+00	-5.401023e+00	-5.913732e+00	1.913685e+00	3.780093e+01	3.971462e+01
6420	0.0942822	0.0516181	0.808426	6	-3.548694e+00	2.651761e+00	4.053360e+00	4.534727e+00	4.323936e+00	1.294273e+00	-2.603453e+00	-4.245567e+00	-5.401177e+00	-5.912186e+00	1.912118e+00	3.635674e+01	3.826886e+01
6430	0.0925963	0.0507934	0.806481	5	-3.547149e+00	2.653306e+00	4.054904e+00	4.536271e+00	4.320386e+00	1.289023e+00	-2.605308e+00	-4.245723e+00	-5.399632e+00	-5.910641e+00	1.946107e+00	3.473861e+01	3.668472e+01
6440	0.0884799	0.051743	0.821068	9	-3.545608e+00	2.654847e+00	4.056446e+00	4.537813e+00	4.321928e+00	1.290565e+00	-2.607160e+00	-4.247575e+00	-5.401483e+00	-5.915881e+00	1.972116e+00	3.505267e+01	3.702478e+01
6450	0.0904067	0.0527416	0.81856	9	-3.544068e+00	2.656387e+00	4.057986e+00	4.539353e+00	4.323468e+00	1.292105e+00	-2.607313e+00	-4.249422e+00	-5.403330e+00	-5.922809e+00	1.931752e+00	3.614053e+01	3.807228e+01
6460	0.0898713	0.0518346	0.776202	5	-3.542531e+00	2.657924e+00	4.059523e+00	4.540890e+00	4.325005e+00	1.291952e+00	-2.607466e+00	-4.249575e+00	-5.406866e+00	-5.928038e+00	1.955071e+00	3.586115e+01	3.781622e+01
6470	0.0889885	0.0518964	0.808511	6	-3.540996e+00	2.659459e+00	4.061058e+00	4.542425e+00	4.324852e+00	1.283356e+00	-2.610996e+00	-4.248040e+00	-5.405331e+00	-5.926503e+00	1.963532e+00	3.690311e+01	3.886665e+01
6480	0.0940149	0.0517894	0.792642	9	-3.539464e+00	2.660991e+00	4.062590e+00	4.543957e+00	4.326384e+00	1.284889e+00	-2.609463e+00	-4.248194e+00	-5.407171e+00	-5.936768e+00	1.911590e+00	3.745958e+01	3.937117e+01
6490	0.0940149	0.0516709	0.779173	7	-3.537933e+00	2.662522e+00	4.064120e+00	4.545487e+00	4.327914e+00	1.286419e+00	-2.607933e+00	-4.248346e+00	-5.410690e+00	-5.945338e+00	1.913895e+00	3.751251e+01	3.942641e+01
6500	0.0996752	0.0503823	0.76518	8	-3.536406e+00	2.664049e+00	4.065648e+00	4.547015e+00	4.329442e+00	1.287947e+00	-2.606406e+00	-4.246819e+00	-5.415884e+00	-5.953894e+00	1.881141e+00	3.819937e+01	4.008051e+01
6510	0.102336	0.0496364	0.752925	7	-3.534880e+00	2.665575e+00	4.067174e+00	4.548540e+00	4.330968e+00	1.289472e+00	-2.604880e+00	-4.248648e+00	-5.421070e+00	-5.959082e+00	1.869668e+00	3.786634e+01	3.973601e+01
6520	0.102336	0.0491586	0.71586	7	-3.533357e+00	2.667098e+00	4.068697e+00	4.550063e+00	4.332491e+00	1.289319e+00	-2.610059e+00	-4.253825e+00	-5.421223e+00	-5.957559e+00	1.879318e+00	3.704764e+01	3.892696e+01
6530	0.108011	0.0492381	0.745614	8	-3.531836e+00	2.668619e+00	4.070217e+00	4.551584e+00	4.334012e+00	1.290840e+00	-2.608538e+00	-4.252304e+00	-5.426394e+00	-5.966075e+00	1.823217e+00	3.476495e+01	3.658817e+01
6540	0.101673	0.0493685	0.742646	8	-3.530318e+00	2.670137e+00	4.071736e+00	4.553103e+00	4.335530e+00	1.292358e+00	-2.607020e+00	-4.254126e+00	-5.431556e+00	-5.971239e+00	1.881592e+00	3.826324e+01	4.014483e+01
6550	0.098543	0.0497111	0.76269	8	-3.528802e+00	2.671653e+00	4.073252e+00	4.554619e+00	4.337046e+00	1.293874e+00	-2.608840e+00	-4.260950e+00	-5.435042e+00	-5.969722e+00	1.905959e+00	3.757265e+01	3.947861e+01
6560	0.0911709	0.0522708	0.82044	9	-3.527288e+00	2.673167e+00	4.074766e+00	4.556133e+00	4.338560e+00	1.295388e+00	-2.607326e+00	-4.264433e+00	-5.440190e+00	-5.973202e+00	1.932538e+00	3.636840e+01	3.830094e+01
6570	0.0901877	0.0517214	0.810612	4	-3.525776e+00	2.674679e+00	4.076278e+00	4.557644e+00	4.335086e+00	1.295237e+00	-2.607477e+00	-4.264585e+00	-5.442005e+00	-5.975018e+00	1.953826e+00	3.690717e+01	3.886100e+01
6580	0.0911425	0.0517741	0.797264	8	-3.524267e+00	2.676188e+00	4.077787e+00	4.559154e+00	4.334934e+00	1.293424e+00	-2.607628e+00	-4.268055e+00	-5.445475e+00	-5.973509e+00	1.942465e+00	3.786315e+01	3.980562e+01
6590	0.0917685	0.0507456	0.764153	5	-3.522760e+00	2.677695e+00	4.079294e+00	4.560661e+00	4.336441e+00	1.289960e+00	-2.611095e+00	-4.271522e+00	-5.445625e+00	-5.972002e+00	1.955894e+00	3.626170e+01	3.821760e+01
6600	0.10134	0.0488759	0.720638	5	-3.521255e+00	2.679200e+00	4.080799e+00	4.562166e+00	4.328015e+00	1.286500e+00	-2.611247e+00	-4.270017e+00	-5.444120e+00	-5.970497e+00	1.894876e+00	3.681390e+01	3.870878e+01
6610	0.10373	0.0492733	0.742872	9	-3.519753e+00	2.680702e+00	4.082301e+00	4.563668e+00	4.329517e+00	1.288002e+00	-2.613050e+00	-4.275126e+00	-5.447576e+00	-5.970646e+00	1.863388e+00	3.777279e+01	3.963617e+01
6620	0.0970109	0.0497625	0.754533	7	-3.518252e+00	2.682203e+00	4.083802e+00	4.565168e+00	4.331017e+00	1.287852e+00	-2.616500e+00	-4.280227e+00	-5.449378e+00	-5.969146e+00	1.920530e+00	3.772965e+01	3.965018e+01
6630	0.0975241	0.0510683	0.76808	8	-3.516754e+00	2.683701e+00	4.085300e+00	4.566666e+00	4.332515e+00	1.286053e+00	-2.623241e+00	-4.282023e+00	-5.449527e+00	-5.967648e+00	1.889340e+00	3.778314e+01	3.967248e+01
6640	0.0988665	0.0503409	0.776281	9	-3.515258e+00	2.685196e+00	4.086795e+00	4.568162e+00	4.334011e+00	1.287549e+00	-2.621745e+00	-4.283820e+00	-5.454613e+00	-5.972732e+00	1.890099e+00	3.752557e+01	3.941567e+01
6650	0.0989239	0.0500277	0.741226	7	-3.513765e+00	2.686690e+00	4.088289e+00	4.569656e+00	4.335505e+00	1.289043e+00	-2.620252e+00	-4.283968e+00	-5.458047e+00	-5.981097e+00	1.895767e+00	3.828831e+01	4.018407e+01
6660	0.0937941	0.0514406	0.776092	7	-3.512274e+00	2.688181e+00	4.089780e+00	4.571147e+00	4.336996e+00	1.290534e+00	-2.620401e+00	-4.287397e+00	-5.463118e+00	-5.982888e+00	1.920711e+00	3.799178e+01	3.991249e+01
6670	0.0968943	0.0496023	0.77627	4	-3.510785e+00	2.689670e+00	4.091269e+00	4.570998e+00	4.330296e+00	1.287109e+00	-2.620551e+00	-4.285907e+00	-5.461629e+00	-5.981399e+00	1.924946e+00	3.467961e+01	3.660456e+01
6680	0.101383	0.0501182	0.731542	4	-3.509298e+00	2.691157e+00	4.092756e+00	4.572485e+00	4.330149e+00	1.277145e+00	-2.622335e+00	-4.284421e+00	-5.460142e+00	-5.979912e+00	1.869397e+00	3.700685e+01	3.887625e+01
6690	0.0956693	0.0505112	0.781808	6	-3.507813e+00	2.692642e+00	4.094241e+00	4.573970e+00	4.331633e+00	1.267198e+00	-2.625750e+00	-4.282936e+00	-5.458658e+00	-5.978427e+00	1.919418e+00	3.778268e+01	3.970210e+01
6700	0.0942352	0.051498	0.771816	6	-3.506331e+00	2.694124e+00	4.095723e+00	4.575452e+00	4.333116e+00	1.263790e+00	-2.629158e+00	-4.284716e+00	-5.460438e+00	-5.976945e+00	1.914954e+00	3.750456e+01	3.941951e+01
6710	0.0978812	0.0499316	0.733515	5	-3.504850e+00	2.695605e+00	4.097204e+00	4.576933e+00	4.334596e+00	1.262015e+00	-2.632562e+00	-4.289751e+00	-5.460587e+00	-5.975465e+00	1.908254e+00	3.713496e+01	3.904321e+01
6720	0.0992608	0.0502918	0.742	5	-3.503372e+00	2.697083e+00	4.098682e+00	4.578411e+00	4.326320e+00	1.258615e+00	-2.632711e+00	-4.288273e+00	-5.459109e+00	-5.973987e+00	1.887104e+00	3.792579e+01	3.981290e+01
6730	0.0992608	0.0497904	0.748072	7	-3.501896e+00	2.698559e+00	4.100158e+00	4.579887e+00	4.326172e+00	1.255218e+00	-2.632859e+00	-4.291665e+00	-5.460879e+00	-5.972511e+00	1.897125e+00	3.860401e+01	4.050113e+01
6740	0.0964421	0.0506215	0.754893	7	-3.500423e+00	2.700032e+00	4.101631e+00	4.581360e+00	4.327646e+00	1.256692e+00	-2.636247e+00	-4.298297e+00	-5.462649e+00	-5.971037e+00	1.909248e+00	3.826157e+01	4.017082e+01
6750	0.0989063	0.050224	0.765326	9	-3.498951e+00	2.701504e+00	4.103103e+00	4.582832e+00	4.329117e+00	1.258164e+00	-2.634775e+00	-4.298444e+00	-5.469272e+00	-5.976039e+00	1.892026e+00	3.844124e+01	4.033327e+01
6760	0.100405	0.0493946	0.718728	7	-3.497482e+00	2.702973e+00	4.104572e+00	4.584301e+00	4.330587e+00	1.259633e+00	-2.634922e+00	-4.301822e+00	-5.472652e+00	-5.979421e+00	1.893634e+00	3.654898e+01	3.844262e+01
6770	0.0982739	0.0497765	0.758176	9	-3.496014e+00	2.704441e+00	4.106039e+00	4.585769e+00	4.332054e+00	1.261100e+00	-2.635069e+00	-4.303583e+00	-5.477640e+00	-5.982795e+00	1.907373e+00	3.809637e+01	4.000375e+01
6780	0.0963369	0.0494985	0.733344	7	-3.494549e+00	2.705906e+00	4.107505e+00	4.587234e+00	4.333519e+00	1.262565e+00	-2.638439e+00	-4.310176e+00	-5.479398e+00	-5.981329e+00	1.932770e+00	3.545656e+01	3.738933e+01
6790	0.106441	0.0494856	0.73037	9	-3.493086e+00	2.707369e+00	4.108968e+00	4.588697e+00	4.334982e+00	1.264028e+00	-2.636977e+00	-4.308713e+00	-5.484373e+00	-5.989521e+00	1.833052e+00	3.683785e+01	3.867090e+01
6800	0.0964062	0.0499162	0.754479	6	-3.491625e+00	2.708830e+00	4.110428e+00	4.590157e+00	4.336443e+00	1.265489e+00	-2.637122e+00	-4.308858e+00	-5.486126e+00	-5.997703e+00	1.923663e+00	3.783920e+01	3.976287e+01
6810	0.10017	0.049906	0.746649	8	-3.490167e+00	2.710288e+00	4.111887e+00	4.591616e+00	4.337901e+00	1.266948e+00	-2.635663e+00	-4.313819e+00	-5.492690e+00	-5.997848e+00	1.885693e+00	3.868911e+01	4.057481e+01
6820	0.100634	0.0503807	0.768407	4	-3.488710e+00	2.711745e+00	4.113344e+00	4.593073e+00	4.337757e+00	1.261997e+00	-2.637410e+00	-4.313965e+00	-5.492836e+00	-5.997995e+00	1.871599e+00	3.744957e+01	3.932117e+01
6830	0.0907235	0.0520173	0.778026	7	-3.487256e+00	2.713199e+00	4.114798e+00	4.594527e+00	4.336010e+00	1.257051e+00	-2.640755e+00	-4.314110e+00	-5.491382e+00	-5.996541e+00	1.942269e+00	3.611922e+01	3.806149e+01
6840	0.0935027	0.0520058	0.787778	7	-3.485803e+00	2.714652e+00	4.116250e+00	4.595979e+00	4.337462e+00	1.256907e+00	-2.642496e+00	-4.319048e+00	-5.494724e+00	-5.995088e+00	1.912789e+00	3.692074e+01	3.883352e+01
6850	0.0902327	0.051865	0.793009	9	-3.484353e+00	2.716102e+00	4.117701e+00	4.597430e+00	4.338912e+00	1.256762e+00	-2.644236e+00	-4.320788e+00	-5.498060e+00	-5.996828e+00	1.950546e+00	3.753792e+01	3.948847e+01
6860	0.0911681	0.0515068	0.78667	8	-3.482905e+00	2.717550e+00	4.119149e+00	4.598878e+00	4.340360e+00	1.258210e+00	-2.642788e+00	-4.322526e+00	-5.504577e+00	-6.000159e+00	1.947396e+00	3.778543e+01	3.973282e+01
6870	0.0948158	0.0513628	0.794524	8	-3.481459e+00	2.718996e+00	4.120595e+00	4.600324e+00	4.341807e+00	1.259656e+00	-2.641342e+00	-4.325852e+00	-5.509492e+00	-6.003486e+00	1.911519e+00	3.765682e+01	3.956834e+01
6880	0.0928826	0.0512297	0.778019	8	-3.480015e+00	2.720440e+00	4.122039e+00	4.601768e+00	4.343250e+00	1.257923e+00	-2.644663e+00	-4.329173e+00	-5.511225e+00	-6.002042e+00	1.934479e+00	3.819738e+01	4.013186e+01
6890	0.0949162	0.050608	0.785924	7	-3.478573e+00	2.721882e+00	4.123481e+00	4.603210e+00	4.344692e+00	1.256194e+00	-2.647979e+00	-4.334076e+00	-5.511370e+00	-6.000600e+00	1.925330e+00	3.753775e+01	3.946308e+01
6900	0.0952124	0.050912	0.775654	5	-3.477134e+00	2.723321e+00	4.124920e+00	4.604649e+00	4.346132e+00	1.252884e+00	-2.654458e+00	-4.335805e+00	-5.509930e+00	-5.999160e+00	1.916239e+00	3.861264e+01	4.052888e+01
6910	0.0955314	0.0513399	0.777149	9	-3.475696e+00	2.724759e+00	4.126358e+00	4.606087e+00	4.347570e+00	1.252739e+00	-2.654603e+00	-4.335950e+00	-5.511655e+00	-6.005627e+00	1.904518e+00	3.798612e+01	3.989064e+01
6920	0.09322	0.0522657	0.782228	6	-3.474260e+00	2.726195e+00	4.127794e+00	4.607523e+00	4.342690e+00	1.251017e+00	-2.656325e+00	-4.336094e+00	-5.511800e+00	-6.004191e+00	1.910752e+00	3.535773e+01	3.726848e+01
6930	0.0885827	0.0516114	0.781591	9	-3.472827e+00	2.727628e+00	4.129227e+00	4.608956e+00	4.344123e+00	1.249296e+00	-2.659623e+00	-4.337815e+00	-5.511943e+00	-6.005910e+00	1.973544e+00	3.543126e+01	3.740480e+01
6940	0.0939592	0.0518225	0.799233	7	-3.471395e+00	2.729060e+00	4.130659e+00	4.610388e+00	4.345555e+00	1.250727e+00	-2.662916e+00	-4.342681e+00	-5.513661e+00	-6.006054e+00	1.911533e+00	3.718805e+01	3.909958e+01
6950	0.087395	0.0518798	0.820773	5	-3.469966e+00	2.730489e+00	4.132088e+00	4.611817e+00	4.339124e+00	1.247439e+00	-2.664632e+00	-4.341252e+00	-5.512231e+00	-6.004625e+00	1.981496e+00	3.485022e+01	3.683171e+01
6960	0.100359	0.0516396	0.772208	5	-3.468538e+00	2.731917e+00	4.133516e+00	4.613245e+00	4.340551e+00	1.247298e+00	-2.667916e+00	-4.346106e+00	-5.513945e+00	-6.003197e+00	1.849565e+00	3.228213e+01	3.413169e+01
6970	0.0948781	0.0517111	0.784029	5	-3.467113e+00	2.733342e+00	4.134941e+00	4.614670e+00	4.340408e+00	1.239316e+00	-2.671194e+00	-4.344680e+00	-5.512519e+00	-6.001772e+00	1.904073e+00	3.725736e+01	3.916143e+01
6980	0.0943708	0.0509759	0.790181	7	-3.465689e+00	2.734766e+00	4.136365e+00	4.616094e+00	4.341832e+00	1.240739e+00	-2.671337e+00	-4.349520e+00	-5.517358e+00	-6.001913e+00	1.923767e+00	3.790108e+01	3.982485e+01
6990	0.092926	0.0510634	0.776724	9	-3.464268e+00	2.736187e+00	4.137786e+00	4.617515e+00	4.343253e+00	1.242161e+00	-2.673045e+00	-4.352790e+00	-5.520626e+00	-6.003618e+00	1.937284e+00	3.815730e+01	4.009459e+01
7000	0.092926	0.0513419	0.783373	8	-3.462849e+00	2.737606e+00	4.139205e+00	4.618934e+00	4.344672e+00	1.243580e+00	-2.673186e+00	-4.356053e+00	-5.525452e+00	-6.005322e+00	1.931820e+00	3.828850e+01	4.022032e+01
7010	0.100212	0.0498001	0.756093	9	-3.461431e+00	2.739024e+00	4.140623e+00	4.620352e+00	4.346090e+00	1.244997e+00	-2.671769e+00	-4.354636e+00	-5.527154e+00	-6.016377e+00	1.887395e+00	3.836264e+01	4.025004e+01
7020	0.0970513	0.0510759	0.777069	7	-3.460016e+00	2.740439e+00	4.142038e+00	4.621767e+00	4.347505e+00	1.241743e+00	-2.675023e+00	-4.356334e+00	-5.527296e+00	-6.016520e+00	1.894024e+00	3.798020e+01	3.987423e+01
