iter	ka(1)	ke(1)	F(1)	IndexT	LnPseudoPrior(0)	LnPseudoPrior(1)	LnPseudoPrior(2)	LnPseudoPrior(3)	LnPseudoPrior(4)	LnPseudoPrior(5)	LnPseudoPrior(6)	LnPseudoPrior(7)	LnPseudoPrior(8)	LnPseudoPrior(9)	LnPrior	LnData	LnPosterior
4930	0.0999881	0.0502597	0.768534	6	-3.810417e+00	2.390038e+00	3.791637e+00	4.275207e+00	4.194328e+00	1.547428e+00	-2.320989e+00	-3.946950e+00	-5.094021e+00	-5.617558e+00	1.880447e+00	3.782662e+01	3.970706e+01
4940	0.0969396	0.0505459	0.768138	4	-3.808411e+00	2.392044e+00	3.793643e+00	4.277213e+00	4.189719e+00	1.542817e+00	-2.323399e+00	-3.949360e+00	-5.092015e+00	-5.615552e+00	1.905632e+00	3.871617e+01	4.062180e+01
4950	0.0952888	0.0507004	0.754887	5	-3.806409e+00	2.394046e+00	3.795645e+00	4.277011e+00	4.180709e+00	1.538215e+00	-2.323599e+00	-3.947358e+00	-5.090013e+00	-5.613550e+00	1.919620e+00	3.783983e+01	3.975945e+01
4960	0.0914573	0.0514832	0.778165	7	-3.804411e+00	2.396044e+00	3.797642e+00	4.279009e+00	4.182707e+00	1.535817e+00	-2.332590e+00	-3.951951e+00	-5.088016e+00	-5.611553e+00	1.944745e+00	3.749292e+01	3.943766e+01
4970	0.0981747	0.0499888	0.743968	9	-3.802418e+00	2.398037e+00	3.799636e+00	4.281003e+00	4.184701e+00	1.537811e+00	-2.330596e+00	-3.954345e+00	-5.096989e+00	-5.616136e+00	1.904124e+00	3.832871e+01	4.023284e+01
4980	0.104326	0.0505005	0.748532	8	-3.800428e+00	2.400027e+00	3.801626e+00	4.282993e+00	4.186691e+00	1.539801e+00	-2.328606e+00	-3.956731e+00	-5.103752e+00	-5.622906e+00	1.833022e+00	3.467281e+01	3.650583e+01
4990	0.0976447	0.049577	0.752803	6	-3.798442e+00	2.402013e+00	3.803612e+00	4.284979e+00	4.188677e+00	1.541787e+00	-2.328803e+00	-3.961300e+00	-5.108320e+00	-5.627473e+00	1.917782e+00	3.746860e+01	3.938638e+01
5000	0.0995227	0.0505518	0.772529	6	-3.796460e+00	2.403995e+00	3.805594e+00	4.286961e+00	4.188477e+00	1.539405e+00	-2.333360e+00	-3.965857e+00	-5.108517e+00	-5.625491e+00	1.879306e+00	3.764167e+01	3.952098e+01
5010	0.0969514	0.0506685	0.764647	8	-3.794482e+00	2.405973e+00	3.807572e+00	4.288939e+00	4.190455e+00	1.541383e+00	-2.333557e+00	-3.970406e+00	-5.113066e+00	-5.630043e+00	1.903084e+00	3.868941e+01	4.059249e+01
5020	0.101294	0.0502177	0.767294	8	-3.792508e+00	2.407947e+00	3.809546e+00	4.290913e+00	4.192429e+00	1.543357e+00	-2.331582e+00	-3.970605e+00	-5.117605e+00	-5.641097e+00	1.868289e+00	3.721779e+01	3.908608e+01
5030	0.0960115	0.0506056	0.761455	6	-3.790537e+00	2.409918e+00	3.811516e+00	4.292883e+00	4.194400e+00	1.538829e+00	-2.333945e+00	-3.970802e+00	-5.119972e+00	-5.643465e+00	1.914004e+00	3.859521e+01	4.050921e+01
5040	0.0959627	0.0502477	0.767377	5	-3.788571e+00	2.411884e+00	3.813483e+00	4.294850e+00	4.196366e+00	1.529981e+00	-2.340632e+00	-3.970998e+00	-5.118005e+00	-5.641498e+00	1.921618e+00	3.822998e+01	4.015160e+01
5050	0.094831	0.0507195	0.753956	8	-3.786609e+00	2.413846e+00	3.815445e+00	4.296812e+00	4.198328e+00	1.531943e+00	-2.342989e+00	-3.975514e+00	-5.122518e+00	-5.643851e+00	1.924013e+00	3.751831e+01	3.944233e+01
5060	0.101646	0.049148	0.719637	6	-3.784650e+00	2.415805e+00	3.817404e+00	4.298771e+00	4.200287e+00	1.529595e+00	-2.347490e+00	-3.977866e+00	-5.124870e+00	-5.644048e+00	1.886324e+00	3.724963e+01	3.913595e+01
5070	0.0973762	0.0510428	0.76973	5	-3.782695e+00	2.417760e+00	3.819359e+00	4.300726e+00	4.202242e+00	1.522947e+00	-2.354136e+00	-3.980212e+00	-5.122915e+00	-5.642093e+00	1.891352e+00	3.795851e+01	3.984986e+01
5080	0.0891562	0.051358	0.782605	5	-3.780744e+00	2.419711e+00	3.821310e+00	4.302677e+00	4.195604e+00	1.512026e+00	-2.352185e+00	-3.978261e+00	-5.120964e+00	-5.640142e+00	1.972183e+00	3.583214e+01	3.780432e+01
5090	0.0976866	0.0505936	0.768519	8	-3.778797e+00	2.421658e+00	3.823257e+00	4.304624e+00	4.197551e+00	1.513973e+00	-2.352382e+00	-3.980599e+00	-5.127584e+00	-5.644618e+00	1.897050e+00	3.859625e+01	4.049330e+01
5100	0.0968825	0.0501882	0.740942	5	-3.776853e+00	2.423602e+00	3.825200e+00	4.306567e+00	4.199495e+00	1.507368e+00	-2.356851e+00	-3.980795e+00	-5.127780e+00	-5.644814e+00	1.913330e+00	3.743502e+01	3.934835e+01
5110	0.0973999	0.0495569	0.746844	9	-3.774914e+00	2.425541e+00	3.827140e+00	4.308507e+00	4.201435e+00	1.507173e+00	-2.359179e+00	-3.985257e+00	-5.130107e+00	-5.647138e+00	1.920685e+00	3.734717e+01	3.926786e+01
5120	0.0957186	0.0509553	0.78235	6	-3.772978e+00	2.427477e+00	3.829076e+00	4.310443e+00	4.203371e+00	1.502723e+00	-2.363630e+00	-3.987582e+00	-5.132433e+00	-5.645202e+00	1.910129e+00	3.832003e+01	4.023016e+01
5130	0.0964087	0.0507165	0.771759	9	-3.771046e+00	2.429409e+00	3.831008e+00	4.312375e+00	4.205303e+00	1.504655e+00	-2.361698e+00	-3.989902e+00	-5.136877e+00	-5.653896e+00	1.907711e+00	3.866744e+01	4.057515e+01
5140	0.0998282	0.0497608	0.752889	7	-3.769117e+00	2.431338e+00	3.832937e+00	4.314303e+00	4.207231e+00	1.506583e+00	-2.366131e+00	-3.998579e+00	-5.139194e+00	-5.651967e+00	1.892024e+00	3.850349e+01	4.039551e+01
5150	0.0990537	0.0495999	0.737186	8	-3.767192e+00	2.433263e+00	3.834861e+00	4.316228e+00	4.209156e+00	1.508508e+00	-2.364206e+00	-3.998771e+00	-5.147855e+00	-5.658512e+00	1.903038e+00	3.800439e+01	3.990743e+01
5160	0.0996858	0.0487575	0.716908	9	-3.765271e+00	2.435184e+00	3.836783e+00	4.318149e+00	4.211077e+00	1.510429e+00	-2.362285e+00	-4.001077e+00	-5.156500e+00	-5.662929e+00	1.913761e+00	3.487033e+01	3.678409e+01
5170	0.0967992	0.048862	0.736795	5	-3.763354e+00	2.437101e+00	3.838700e+00	4.320067e+00	4.212994e+00	1.508131e+00	-2.362476e+00	-4.003378e+00	-5.160912e+00	-5.665232e+00	1.940915e+00	3.329923e+01	3.524014e+01
5180	0.1075	0.0483688	0.719672	7	-3.761440e+00	2.439015e+00	3.840614e+00	4.321980e+00	4.214908e+00	1.503727e+00	-2.364775e+00	-4.007776e+00	-5.163206e+00	-5.663319e+00	1.845764e+00	3.661266e+01	3.845842e+01
5190	0.109921	0.0491798	0.724925	8	-3.759530e+00	2.440925e+00	3.842524e+00	4.323890e+00	4.216818e+00	1.499332e+00	-2.369170e+00	-4.007967e+00	-5.165495e+00	-5.663508e+00	1.806590e+00	3.504645e+01	3.685304e+01
5200	0.0979608	0.0495575	0.749241	8	-3.757624e+00	2.442831e+00	3.844430e+00	4.325797e+00	4.218724e+00	1.501238e+00	-2.367264e+00	-4.008159e+00	-5.169880e+00	-5.674183e+00	1.914957e+00	3.765889e+01	3.957385e+01
5210	0.104529	0.0494505	0.700187	6	-3.755721e+00	2.444734e+00	3.846333e+00	4.327700e+00	4.220627e+00	1.503141e+00	-2.367452e+00	-4.010443e+00	-5.174256e+00	-5.680653e+00	1.852066e+00	3.352056e+01	3.537262e+01
5220	0.0969203	0.0500508	0.751874	8	-3.753822e+00	2.446633e+00	3.848232e+00	4.329599e+00	4.222526e+00	1.505040e+00	-2.367644e+00	-4.014812e+00	-5.180711e+00	-5.682932e+00	1.915686e+00	3.830252e+01	4.021821e+01
5230	0.101753	0.0498035	0.750273	6	-3.751926e+00	2.448529e+00	3.850127e+00	4.331494e+00	4.224422e+00	1.504852e+00	-2.369916e+00	-4.021260e+00	-5.185073e+00	-5.681036e+00	1.872040e+00	3.833967e+01	4.021171e+01
5240	0.0931946	0.0521846	0.778834	9	-3.750034e+00	2.450421e+00	3.852019e+00	4.333386e+00	4.226314e+00	1.504661e+00	-2.370106e+00	-4.021450e+00	-5.187343e+00	-5.689546e+00	1.912585e+00	3.542611e+01	3.733870e+01
5250	0.0913538	0.051821	0.814872	7	-3.748146e+00	2.452309e+00	3.853908e+00	4.335275e+00	4.228202e+00	1.506549e+00	-2.368218e+00	-4.021637e+00	-5.191688e+00	-5.700121e+00	1.939278e+00	3.673978e+01	3.867906e+01
5260	0.0936859	0.0514056	0.784217	8	-3.746261e+00	2.454194e+00	3.855793e+00	4.337159e+00	4.230087e+00	1.508434e+00	-2.368406e+00	-4.025974e+00	-5.198097e+00	-5.702380e+00	1.922535e+00	3.829334e+01	4.021587e+01
5270	0.0926454	0.0511648	0.780148	7	-3.744380e+00	2.456075e+00	3.857674e+00	4.339041e+00	4.231968e+00	1.510315e+00	-2.368593e+00	-4.028229e+00	-5.202425e+00	-5.708780e+00	1.938274e+00	3.815842e+01	4.009669e+01
5280	0.0907203	0.0515795	0.817899	9	-3.742502e+00	2.457953e+00	3.859552e+00	4.340919e+00	4.233846e+00	1.512193e+00	-2.370849e+00	-4.032548e+00	-5.206742e+00	-5.711031e+00	1.950813e+00	3.575860e+01	3.770941e+01
5290	0.0955811	0.0508198	0.771224	7	-3.740628e+00	2.459827e+00	3.861426e+00	4.342793e+00	4.235720e+00	1.512005e+00	-2.373099e+00	-4.038919e+00	-5.211053e+00	-5.709157e+00	1.914225e+00	3.866857e+01	4.058280e+01
5300	0.0957583	0.0507021	0.767164	9	-3.738757e+00	2.461698e+00	3.863297e+00	4.344663e+00	4.237591e+00	1.513876e+00	-2.373288e+00	-4.039108e+00	-5.215356e+00	-5.717572e+00	1.914715e+00	3.867965e+01	4.059437e+01
5310	0.0972919	0.0502953	0.728842	7	-3.736890e+00	2.463565e+00	3.865164e+00	4.346531e+00	4.239458e+00	1.515743e+00	-2.371421e+00	-4.039293e+00	-5.217597e+00	-5.730084e+00	1.907004e+00	3.527897e+01	3.718598e+01
5320	0.097144	0.0500236	0.768752	6	-3.735026e+00	2.465429e+00	3.867028e+00	4.348394e+00	4.241322e+00	1.515558e+00	-2.373655e+00	-4.039478e+00	-5.219835e+00	-5.736424e+00	1.913937e+00	3.782471e+01	3.973864e+01
5330	0.10369	0.0493225	0.726016	9	-3.733166e+00	2.467289e+00	3.868888e+00	4.350255e+00	4.243182e+00	1.517418e+00	-2.371795e+00	-4.039666e+00	-5.224114e+00	-5.746839e+00	1.862776e+00	3.801880e+01	3.988158e+01
5340	0.101424	0.0491918	0.737605	9	-3.731309e+00	2.469146e+00	3.870745e+00	4.352112e+00	4.245039e+00	1.519275e+00	-2.369938e+00	-4.039852e+00	-5.230428e+00	-5.755194e+00	1.887626e+00	3.801725e+01	3.990487e+01
5350	0.101424	0.0494857	0.737605	6	-3.729456e+00	2.470999e+00	3.872598e+00	4.353965e+00	4.246893e+00	1.510937e+00	-2.374199e+00	-4.040039e+00	-5.230615e+00	-5.753340e+00	1.881684e+00	3.846815e+01	4.034983e+01
5360	0.0951396	0.0510395	0.764407	8	-3.727606e+00	2.472849e+00	3.874448e+00	4.355815e+00	4.248743e+00	1.512787e+00	-2.372349e+00	-4.044297e+00	-5.238939e+00	-5.755558e+00	1.914485e+00	3.811385e+01	4.002834e+01
5370	0.0936499	0.0511278	0.781948	8	-3.725759e+00	2.474696e+00	3.876295e+00	4.357662e+00	4.250589e+00	1.514633e+00	-2.370503e+00	-4.042450e+00	-5.243186e+00	-5.767930e+00	1.928361e+00	3.841749e+01	4.034585e+01
5380	0.0931458	0.0511582	0.77601	6	-3.723916e+00	2.476539e+00	3.878138e+00	4.359505e+00	4.252432e+00	1.506342e+00	-2.372713e+00	-4.042635e+00	-5.243372e+00	-5.768116e+00	1.933091e+00	3.823030e+01	4.016339e+01
5390	0.0931458	0.0511984	0.781798	8	-3.722076e+00	2.478379e+00	3.879978e+00	4.361344e+00	4.254272e+00	1.506156e+00	-2.372899e+00	-4.044843e+00	-5.247602e+00	-5.772347e+00	1.932302e+00	3.833695e+01	4.026925e+01
5400	0.100098	0.0503465	0.758001	7	-3.720240e+00	2.480215e+00	3.881814e+00	4.363181e+00	4.256108e+00	1.501934e+00	-2.377121e+00	-4.047045e+00	-5.247786e+00	-5.772532e+00	1.877616e+00	3.831710e+01	4.019471e+01
5410	0.0974324	0.0500371	0.752401	7	-3.718407e+00	2.482048e+00	3.883647e+00	4.365014e+00	4.257942e+00	1.503767e+00	-2.383354e+00	-4.055293e+00	-5.247970e+00	-5.770699e+00	1.910717e+00	3.849257e+01	4.040328e+01
5420	0.102762	0.0499199	0.742981	8	-3.716577e+00	2.483878e+00	3.885477e+00	4.366843e+00	4.255746e+00	1.501571e+00	-2.385550e+00	-4.057489e+00	-5.250166e+00	-5.768869e+00	1.859799e+00	3.796576e+01	3.982556e+01
5430	0.104691	0.049029	0.733301	8	-3.714751e+00	2.485704e+00	3.887303e+00	4.368670e+00	4.257572e+00	1.503397e+00	-2.383724e+00	-4.057671e+00	-5.258383e+00	-5.775080e+00	1.859042e+00	3.777672e+01	3.963576e+01
5440	0.0976809	0.0508572	0.773875	9	-3.712928e+00	2.487527e+00	3.889126e+00	4.370493e+00	4.259395e+00	1.505220e+00	-2.381901e+00	-4.055849e+00	-5.260570e+00	-5.789300e+00	1.891898e+00	3.816752e+01	4.005942e+01
5450	0.0947559	0.0509434	0.785137	9	-3.711108e+00	2.489347e+00	3.890946e+00	4.372312e+00	4.261215e+00	1.507040e+00	-2.380081e+00	-4.056032e+00	-5.266758e+00	-5.797486e+00	1.920379e+00	3.824771e+01	4.016809e+01
5460	0.0904425	0.051872	0.776861	7	-3.709292e+00	2.491163e+00	3.892762e+00	4.374129e+00	4.263031e+00	1.508856e+00	-2.378265e+00	-4.056212e+00	-5.268938e+00	-5.809657e+00	1.948131e+00	3.623157e+01	3.817970e+01
5470	0.094551	0.0513787	0.788193	5	-3.707479e+00	2.492976e+00	3.894575e+00	4.375942e+00	4.258864e+00	1.506683e+00	-2.380441e+00	-4.058389e+00	-5.269121e+00	-5.807844e+00	1.913976e+00	3.811010e+01	4.002407e+01
5480	0.0894412	0.0518822	0.814588	6	-3.705669e+00	2.494786e+00	3.896385e+00	4.377752e+00	4.256691e+00	1.502518e+00	-2.386593e+00	-4.058569e+00	-5.267311e+00	-5.806034e+00	1.958844e+00	3.667111e+01	3.862996e+01
5490	0.0879272	0.0526707	0.811806	9	-3.703862e+00	2.496593e+00	3.898191e+00	4.379558e+00	4.258498e+00	1.504324e+00	-2.384786e+00	-4.060739e+00	-5.273454e+00	-5.812173e+00	1.960319e+00	3.670268e+01	3.866300e+01
5500	0.087536	0.0516857	0.810912	6	-3.702059e+00	2.498396e+00	3.899995e+00	4.381361e+00	4.260301e+00	1.506127e+00	-2.384965e+00	-4.064886e+00	-5.279586e+00	-5.814339e+00	1.983697e+00	3.497737e+01	3.696107e+01
5510	0.0997327	0.0507591	0.787217	6	-3.700259e+00	2.500196e+00	3.901795e+00	4.383161e+00	4.256161e+00	1.498028e+00	-2.387125e+00	-4.063086e+00	-5.277786e+00	-5.812539e+00	1.873098e+00	3.557260e+01	3.744569e+01
5520	0.101055	0.0502992	0.759498	6	-3.698462e+00	2.501993e+00	3.903592e+00	4.384958e+00	4.257957e+00	1.497849e+00	-2.393232e+00	-4.069196e+00	-5.277967e+00	-5.810742e+00	1.869038e+00	3.788033e+01	3.974937e+01
5530	0.10033	0.0496079	0.751525	9	-3.696669e+00	2.503786e+00	3.905385e+00	4.386752e+00	4.259751e+00	1.499642e+00	-2.395387e+00	-4.071350e+00	-5.278146e+00	-5.818808e+00	1.890086e+00	3.829752e+01	4.018761e+01
5540	0.103656	0.0501925	0.738418	5	-3.694878e+00	2.505577e+00	3.907175e+00	4.388542e+00	4.261541e+00	1.499465e+00	-2.401473e+00	-4.077438e+00	-5.278327e+00	-5.817018e+00	1.845637e+00	3.640211e+01	3.824775e+01
5550	0.0976612	0.049577	0.753363	5	-3.693091e+00	2.507364e+00	3.908963e+00	4.390329e+00	4.263328e+00	1.497322e+00	-2.411483e+00	-4.079583e+00	-5.276540e+00	-5.815231e+00	1.917615e+00	3.745513e+01	3.937274e+01
5560	0.100222	0.0499784	0.748664	5	-3.691307e+00	2.509148e+00	3.910747e+00	4.392113e+00	4.265112e+00	1.493222e+00	-2.417549e+00	-4.081725e+00	-5.276719e+00	-5.813447e+00	1.883723e+00	3.868099e+01	4.056471e+01
5570	0.104909	0.049635	0.729148	7	-3.689526e+00	2.510929e+00	3.912527e+00	4.393894e+00	4.266893e+00	1.489128e+00	-2.423605e+00	-4.085821e+00	-5.274938e+00	-5.811666e+00	1.844696e+00	3.725031e+01	3.909501e+01
5580	0.100551	0.0505664	0.777199	9	-3.687749e+00	2.512706e+00	3.914305e+00	4.395672e+00	4.268671e+00	1.490905e+00	-2.423784e+00	-4.086000e+00	-5.277071e+00	-5.821618e+00	1.868732e+00	3.641419e+01	3.828292e+01
5590	0.0992473	0.0494044	0.754735	7	-3.685974e+00	2.514481e+00	3.916079e+00	4.397446e+00	4.270445e+00	1.492680e+00	-2.423962e+00	-4.090080e+00	-5.281152e+00	-5.825701e+00	1.905031e+00	3.728267e+01	3.918771e+01
5600	0.0944444	0.0502791	0.763376	7	-3.684203e+00	2.516252e+00	3.917851e+00	4.399218e+00	4.272217e+00	1.494451e+00	-2.428036e+00	-4.098051e+00	-5.283278e+00	-5.823930e+00	1.936792e+00	3.759775e+01	3.953454e+01
5610	0.101989	0.0504641	0.75478	7	-3.682435e+00	2.518020e+00	3.919619e+00	4.400986e+00	4.273985e+00	1.496219e+00	-2.426268e+00	-4.102117e+00	-5.291235e+00	-5.826051e+00	1.856534e+00	3.696485e+01	3.882138e+01
5620	0.103129	0.0498342	0.748678	5	-3.680670e+00	2.519785e+00	3.921384e+00	4.402751e+00	4.269928e+00	1.488276e+00	-2.428388e+00	-4.100352e+00	-5.289470e+00	-5.824286e+00	1.857936e+00	3.780589e+01	3.966383e+01
5630	0.0943484	0.0512621	0.756166	7	-3.678908e+00	2.521547e+00	3.923146e+00	4.404513e+00	4.271690e+00	1.490038e+00	-2.428566e+00	-4.106342e+00	-5.295460e+00	-5.824462e+00	1.918380e+00	3.632480e+01	3.824318e+01
5640	0.0952539	0.0506233	0.771085	5	-3.677149e+00	2.523306e+00	3.924905e+00	4.406272e+00	4.273449e+00	1.484059e+00	-2.436483e+00	-4.106518e+00	-5.293701e+00	-5.822703e+00	1.921509e+00	3.855827e+01	4.047978e+01
5650	0.0969697	0.0518607	0.780837	4	-3.675393e+00	2.525062e+00	3.926661e+00	4.408027e+00	4.265552e+00	1.478086e+00	-2.436659e+00	-4.104762e+00	-5.291946e+00	-5.820948e+00	1.879529e+00	3.491963e+01	3.679915e+01
5660	0.0872589	0.0518045	0.783551	8	-3.673641e+00	2.526814e+00	3.928413e+00	4.409780e+00	4.265375e+00	1.475981e+00	-2.436835e+00	-4.106865e+00	-5.295974e+00	-5.821122e+00	1.984477e+00	3.412328e+01	3.610776e+01
5670	0.0985879	0.0511724	0.784488	5	-3.671891e+00	2.528564e+00	3.930163e+00	4.411530e+00	4.265201e+00	1.470036e+00	-2.437010e+00	-4.107040e+00	-5.296150e+00	-5.823224e+00	1.876486e+00	3.629639e+01	3.817288e+01
5680	0.0942097	0.0509913	0.774249	8	-3.670144e+00	2.530311e+00	3.931909e+00	4.413276e+00	4.266947e+00	1.466016e+00	-2.439105e+00	-4.111056e+00	-5.298244e+00	-5.821477e+00	1.925155e+00	3.849451e+01	4.041966e+01
5690	0.0971921	0.050744	0.77283	7	-3.668401e+00	2.532054e+00	3.933653e+00	4.415020e+00	4.268691e+00	1.463923e+00	-2.445035e+00	-4.115065e+00	-5.298417e+00	-5.819734e+00	1.899125e+00	3.849023e+01	4.038935e+01
5700	0.0937993	0.0517776	0.816304	5	-3.666660e+00	2.533795e+00	3.935393e+00	4.416760e+00	4.270431e+00	1.459923e+00	-2.449040e+00	-4.119070e+00	-5.298592e+00	-5.817993e+00	1.914088e+00	3.552000e+01	3.743409e+01
5710	0.0905688	0.0515674	0.787031	8	-3.664923e+00	2.535532e+00	3.937131e+00	4.418498e+00	4.272169e+00	1.459748e+00	-2.449215e+00	-4.119245e+00	-5.300676e+00	-5.825810e+00	1.952691e+00	3.750350e+01	3.945619e+01
5720	0.090344	0.0521207	0.843745	8	-3.663188e+00	2.537267e+00	3.938865e+00	4.420232e+00	4.273903e+00	1.461483e+00	-2.453206e+00	-4.127050e+00	-5.302755e+00	-5.824075e+00	1.944383e+00	3.251277e+01	3.445715e+01
5730	0.09072	0.0516723	0.797672	6	-3.661457e+00	2.538998e+00	3.940597e+00	4.421964e+00	4.275635e+00	1.463214e+00	-2.455282e+00	-4.131031e+00	-5.306738e+00	-5.826155e+00	1.949007e+00	3.771677e+01	3.966578e+01
5740	0.0910124	0.0524286	0.788299	9	-3.659728e+00	2.540727e+00	3.942325e+00	4.423692e+00	4.277363e+00	1.463040e+00	-2.455456e+00	-4.133106e+00	-5.310712e+00	-5.830128e+00	1.931208e+00	3.589664e+01	3.782785e+01
5750	0.0943505	0.0513425	0.776467	5	-3.658003e+00	2.542452e+00	3.944051e+00	4.425418e+00	4.279088e+00	1.462869e+00	-2.455627e+00	-4.133278e+00	-5.312784e+00	-5.837895e+00	1.916784e+00	3.819507e+01	4.011186e+01
5760	0.0959825	0.0508476	0.760063	7	-3.656280e+00	2.544175e+00	3.945773e+00	4.427140e+00	4.280811e+00	1.464591e+00	-2.459590e+00	-4.141029e+00	-5.314850e+00	-5.836173e+00	1.909520e+00	3.822947e+01	4.013899e+01
5770	0.09873	0.0501104	0.748237	6	-3.654561e+00	2.545894e+00	3.947493e+00	4.428860e+00	4.278749e+00	1.462529e+00	-2.461652e+00	-4.143094e+00	-5.316916e+00	-5.834453e+00	1.896072e+00	3.864315e+01	4.053922e+01
5780	0.103321	0.0501104	0.742799	9	-3.652844e+00	2.547611e+00	3.949209e+00	4.430576e+00	4.280465e+00	1.462356e+00	-2.461825e+00	-4.143266e+00	-5.320864e+00	-5.840287e+00	1.850540e+00	3.714554e+01	3.899608e+01
5790	0.10311	0.0498952	0.760248	8	-3.651131e+00	2.549324e+00	3.950923e+00	4.432290e+00	4.282179e+00	1.464069e+00	-2.460111e+00	-4.149092e+00	-5.328574e+00	-5.840460e+00	1.856893e+00	3.682963e+01	3.868652e+01
5800	0.0992349	0.0504034	0.77014	6	-3.649420e+00	2.551035e+00	3.952634e+00	4.434001e+00	4.283890e+00	1.465780e+00	-2.460281e+00	-4.149262e+00	-5.330627e+00	-5.850042e+00	1.885143e+00	3.804265e+01	3.992780e+01
5810	0.105712	0.0495551	0.720376	6	-3.647712e+00	2.552743e+00	3.954342e+00	4.435708e+00	4.285598e+00	1.467488e+00	-2.464209e+00	-4.155070e+00	-5.332675e+00	-5.850213e+00	1.838602e+00	3.648744e+01	3.832604e+01
5820	0.109691	0.0487673	0.713789	7	-3.646007e+00	2.554448e+00	3.956046e+00	4.437413e+00	4.287302e+00	1.461692e+00	-2.470007e+00	-4.157115e+00	-5.330970e+00	-5.848508e+00	1.817114e+00	3.622340e+01	3.804051e+01
5830	0.102521	0.0500791	0.724337	9	-3.644305e+00	2.556150e+00	3.957748e+00	4.439115e+00	4.289004e+00	1.455904e+00	-2.473923e+00	-4.157285e+00	-5.331140e+00	-5.848677e+00	1.858974e+00	3.582303e+01	3.768201e+01
5840	0.0935376	0.0503436	0.772381	9	-3.642606e+00	2.557849e+00	3.959448e+00	4.440814e+00	4.290704e+00	1.457603e+00	-2.472224e+00	-4.157456e+00	-5.336917e+00	-5.856320e+00	1.945045e+00	3.703238e+01	3.897742e+01
5850	0.0983635	0.0497271	0.789858	7	-3.640910e+00	2.559545e+00	3.961144e+00	4.442511e+00	4.292400e+00	1.459299e+00	-2.474258e+00	-4.161355e+00	-5.338954e+00	-5.860225e+00	1.907457e+00	3.256696e+01	3.447442e+01
5860	0.102355	0.0491628	0.740164	8	-3.639217e+00	2.561238e+00	3.962837e+00	4.444204e+00	4.294093e+00	1.460993e+00	-2.472564e+00	-4.163388e+00	-5.346574e+00	-5.864118e+00	1.879047e+00	3.793777e+01	3.981682e+01
5870	0.109066	0.0491697	0.726857	5	-3.637526e+00	2.562929e+00	3.964528e+00	4.445894e+00	4.295784e+00	1.455247e+00	-2.476451e+00	-4.163558e+00	-5.346744e+00	-5.864288e+00	1.814732e+00	3.572656e+01	3.754130e+01
5880	0.10476	0.0489132	0.739289	8	-3.635839e+00	2.564616e+00	3.966215e+00	4.447582e+00	4.297471e+00	1.449507e+00	-2.482190e+00	-4.163726e+00	-5.346911e+00	-5.862601e+00	1.860734e+00	3.704319e+01	3.890392e+01
5890	0.104458	0.0486034	0.724175	5	-3.634154e+00	2.566301e+00	3.967900e+00	4.449267e+00	4.299156e+00	1.447488e+00	-2.486063e+00	-4.165748e+00	-5.347081e+00	-5.864625e+00	1.869972e+00	3.719568e+01	3.906566e+01
5900	0.0951036	0.050109	0.765313	8	-3.632472e+00	2.567983e+00	3.969582e+00	4.450949e+00	4.300838e+00	1.445467e+00	-2.488083e+00	-4.169615e+00	-5.350947e+00	-5.862943e+00	1.933300e+00	3.750185e+01	3.943515e+01
5910	0.0932103	0.0518983	0.787613	6	-3.630793e+00	2.569662e+00	3.971261e+00	4.452628e+00	4.302517e+00	1.445300e+00	-2.493790e+00	-4.175326e+00	-5.351116e+00	-5.861264e+00	1.917963e+00	3.739979e+01	3.931775e+01
5920	0.0994187	0.0499797	0.742048	6	-3.629116e+00	2.571339e+00	3.972937e+00	4.454304e+00	4.300505e+00	1.437755e+00	-2.497644e+00	-4.173650e+00	-5.349440e+00	-5.859587e+00	1.891744e+00	3.845828e+01	4.035003e+01
5930	0.0997917	0.0496592	0.731727	5	-3.627443e+00	2.573012e+00	3.974611e+00	4.455978e+00	4.302179e+00	1.432068e+00	-2.503335e+00	-4.175660e+00	-5.347766e+00	-5.857914e+00	1.894431e+00	3.786756e+01	3.976199e+01
5940	0.097437	0.0504664	0.771877	5	-3.625772e+00	2.574683e+00	3.976282e+00	4.457648e+00	4.303850e+00	1.430064e+00	-2.509016e+00	-4.179503e+00	-5.347933e+00	-5.856243e+00	1.902119e+00	3.846361e+01	4.036573e+01
5950	0.091434	0.0506609	0.785861	7	-3.624104e+00	2.576351e+00	3.977949e+00	4.459316e+00	4.305518e+00	1.431732e+00	-2.512852e+00	-4.187008e+00	-5.349935e+00	-5.854575e+00	1.961160e+00	3.594568e+01	3.790684e+01
5960	0.0913513	0.0504667	0.755311	6	-3.622439e+00	2.578016e+00	3.979615e+00	4.460981e+00	4.307183e+00	1.426068e+00	-2.518513e+00	-4.189004e+00	-5.348270e+00	-5.852910e+00	1.965898e+00	3.422319e+01	3.618909e+01
5970	0.0991636	0.0510256	0.751365	8	-3.620777e+00	2.579678e+00	3.981277e+00	4.462644e+00	4.308845e+00	1.427730e+00	-2.518678e+00	-4.194657e+00	-5.353922e+00	-5.853077e+00	1.873561e+00	3.595195e+01	3.782551e+01
