iter	ka(1)	ke(1)	F(1)	LnPrior	LnData	LnPosterior
277	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
278	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
279	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
280	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
281	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
282	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
283	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
284	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
285	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
286	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
287	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
288	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
289	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
290	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
291	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
292	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
293	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
294	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
295	0.105906	0.0489568	0.723018	1.848860e+00	3.767567e+01	3.952453e+01
296	0.105906	0.0489568	0.723018	1.848860e+00	3.767567e+01	3.952453e+01
297	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
298	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
299	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
300	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
301	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
302	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
303	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
304	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
305	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
306	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
307	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
308	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
309	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
310	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
311	0.105906	0.0489568	0.723152	1.848860e+00	3.767613e+01	3.952499e+01
312	0.102936	0.0491752	0.72682	1.873099e+00	3.808844e+01	3.996154e+01
313	0.102936	0.0491752	0.72682	1.873099e+00	3.808844e+01	3.996154e+01
314	0.102936	0.0491752	0.72682	1.873099e+00	3.808844e+01	3.996154e+01
315	0.102936	0.0491752	0.72682	1.873099e+00	3.808844e+01	3.996154e+01
316	0.102936	0.0492579	0.72682	1.871423e+00	3.811207e+01	3.998349e+01
