iter	t1(1)	t2(1)	t3(1)	LnPrior	LnData	LnPosterior
8230	2.10133	4.97899	6.9552	-8.692280e-01	2.158817e+01	2.071894e+01
8235	2.10133	4.89027	7.01463	-1.007706e+00	2.059680e+01	1.958910e+01
8240	1.94679	4.84921	6.94631	-8.829285e-01	1.996500e+01	1.908207e+01
8245	1.99576	4.87738	7.05738	-1.084855e+00	2.100807e+01	1.992322e+01
8250	1.93166	5.05924	6.99174	-9.333727e-01	2.203448e+01	2.110111e+01
8255	1.93166	4.9406	6.99174	-9.334108e-01	2.201856e+01	2.108515e+01
8260	1.94942	5.00985	6.9976	-9.339206e-01	2.259511e+01	2.166119e+01
8265	2.04826	5.01285	7.02134	-9.819913e-01	2.257880e+01	2.159681e+01
8270	2.08237	4.88671	7.02134	-1.016240e+00	2.083851e+01	1.982227e+01
8275	1.99622	5.01587	7.02134	-9.775344e-01	2.279916e+01	2.182162e+01
8280	1.99622	5.00901	6.88985	-7.375579e-01	2.161946e+01	2.088190e+01
8285	1.99087	5.00901	6.88985	-7.376960e-01	2.161196e+01	2.087426e+01
8290	2.02294	5.00526	6.94221	-8.256096e-01	2.247008e+01	2.164447e+01
8295	2.08493	5.00526	7.06659	-1.089933e+00	2.170625e+01	2.061631e+01
8300	2.05628	4.92223	7.15731	-1.315933e+00	1.945508e+01	1.813915e+01
8305	2.06169	4.91103	6.85917	-7.148542e-01	1.965911e+01	1.894426e+01
8310	2.00682	4.87742	6.85917	-7.215580e-01	1.931118e+01	1.858962e+01
8315	1.97884	5.11138	6.95843	-8.794332e-01	2.140210e+01	2.052267e+01
8320	1.98776	5.10973	6.95843	-8.781061e-01	2.146979e+01	2.059168e+01
8325	1.90861	4.9881	6.95843	-8.707122e-01	2.182019e+01	2.094948e+01
8330	1.97091	5.12103	6.95419	-8.769615e-01	2.109762e+01	2.022066e+01
8335	2.12599	5.00784	6.95419	-8.778408e-01	2.105562e+01	2.017778e+01
8340	1.90769	5.00784	6.95419	-8.631371e-01	2.177528e+01	2.091214e+01
8345	2.08205	5.03245	7.03606	-1.023702e+00	2.196540e+01	2.094170e+01
8350	1.98918	5.07467	7.03606	-1.019516e+00	2.217218e+01	2.115267e+01
8355	2.10699	5.02465	6.95582	-8.730570e-01	2.146194e+01	2.058888e+01
8360	1.97823	5.00432	7.12627	-1.218821e+00	2.122250e+01	2.000367e+01
8365	1.9315	5.00432	6.96205	-8.698094e-01	2.223578e+01	2.136597e+01
8370	2.09359	4.98231	6.86642	-7.200727e-01	2.014596e+01	1.942588e+01
8375	2.03077	4.98231	7.07261	-1.091689e+00	2.221846e+01	2.112678e+01
8380	1.96772	5.06356	6.90113	-7.653786e-01	2.136200e+01	2.059662e+01
8385	1.86155	5.06053	6.90113	-8.008801e-01	1.955878e+01	1.875790e+01
8390	2.0301	5.06053	6.93839	-8.269052e-01	2.202694e+01	2.120004e+01
8395	1.94757	4.88944	7.10437	-1.193868e+00	2.025169e+01	1.905783e+01
8400	2.1704	5.0177	7.10437	-1.222623e+00	1.883485e+01	1.761222e+01
8405	2.03314	4.89119	7.08612	-1.146343e+00	2.081424e+01	1.966790e+01
8410	2.05321	5.05595	7.01808	-9.821299e-01	2.224597e+01	2.126384e+01
8415	2.10124	5.01607	7.01808	-9.912225e-01	2.178661e+01	2.079539e+01
8420	1.89885	4.98982	7.04952	-1.058021e+00	2.157216e+01	2.051414e+01
8425	1.89885	4.93297	6.94312	-8.555528e-01	2.102916e+01	2.017360e+01
8430	2.046	4.96353	6.98739	-9.153855e-01	2.250254e+01	2.158716e+01
8435	2.2028	5.07189	6.96161	-9.521647e-01	1.806875e+01	1.711658e+01
8440	2.00312	5.00208	7.04678	-1.031365e+00	2.265199e+01	2.162063e+01
8445	1.9867	5.02269	7.04678	-1.032719e+00	2.258435e+01	2.155163e+01
8450	1.94653	4.92423	7.07499	-1.111841e+00	2.142725e+01	2.031541e+01
8455	2.09589	5.05089	7.05141	-1.065070e+00	2.142672e+01	2.036165e+01
8460	2.02839	4.92653	6.99361	-9.331148e-01	2.223081e+01	2.129769e+01
8465	2.02366	5.01302	6.99361	-9.221660e-01	2.279307e+01	2.187091e+01
8470	1.94707	4.8798	7.08625	-1.155273e+00	2.036691e+01	1.921164e+01
8475	1.95232	5.04356	7.08625	-1.129114e+00	2.170347e+01	2.057435e+01
8480	1.97759	5.04356	7.08625	-1.125572e+00	2.188453e+01	2.075896e+01
8485	2.05842	5.04356	7.08625	-1.131394e+00	2.159824e+01	2.046684e+01
8490	2.05296	5.17383	7.08625	-1.186815e+00	1.881655e+01	1.762974e+01
8495	1.99845	4.91321	7.08646	-1.136348e+00	2.135304e+01	2.021670e+01
8500	2.12271	5.01502	6.85295	-7.131199e-01	1.914059e+01	1.842747e+01
8505	2.06148	4.99001	6.99736	-9.358945e-01	2.247987e+01	2.154398e+01
8510	2.01193	4.88015	6.94958	-8.666631e-01	2.112721e+01	2.026054e+01
8515	2.01193	4.85663	6.94958	-8.790470e-01	2.049917e+01	1.962012e+01
8520	2.05095	5.04751	6.94958	-8.473587e-01	2.212648e+01	2.127913e+01
8525	2.00756	5.01865	7.12869	-1.224702e+00	2.117384e+01	1.994914e+01
8530	2.0516	5.03056	7.12869	-1.231085e+00	2.085158e+01	1.962049e+01
8535	2.08521	4.96964	6.91265	-7.903201e-01	2.126464e+01	2.047432e+01
8540	1.97883	5.04144	7.10276	-1.164361e+00	2.159428e+01	2.042992e+01
8545	2.01065	5.04144	7.14952	-1.280809e+00	2.044336e+01	1.916255e+01
8550	1.9878	4.95378	6.89127	-7.441606e-01	2.142266e+01	2.067850e+01
8555	1.90383	5.01982	6.95532	-8.673192e-01	2.167998e+01	2.081266e+01
8560	2.04562	5.02069	7.08091	-1.113342e+00	2.197033e+01	2.085698e+01
8565	2.05834	5.02069	6.95005	-8.461592e-01	2.223060e+01	2.138444e+01
8570	1.9686	4.92362	7.03332	-1.015897e+00	2.205958e+01	2.104368e+01
8575	1.9686	4.92362	7.01091	-9.691040e-01	2.215674e+01	2.118763e+01
8580	1.96912	5.07522	6.8787	-7.334504e-01	2.070793e+01	1.997448e+01
8585	2.01582	5.14153	6.97458	-9.244191e-01	2.076931e+01	1.984489e+01
8590	2.04265	5.14153	6.97458	-9.275565e-01	2.061340e+01	1.968585e+01
8595	2.02791	5.14153	6.97458	-9.254762e-01	2.071705e+01	1.979157e+01
8600	2.02791	5.14153	6.98765	-9.506178e-01	2.076827e+01	1.981765e+01
8605	1.96069	4.93105	6.88337	-7.399447e-01	2.083111e+01	2.009116e+01
8610	1.96403	4.93105	6.86029	-7.051111e-01	2.025622e+01	1.955111e+01
8615	1.90151	5.07309	6.91121	-8.016661e-01	2.054311e+01	1.974145e+01
8620	1.9745	4.97278	6.91121	-7.743663e-01	2.191407e+01	2.113970e+01
8625	2.1008	4.88068	6.91121	-8.203798e-01	1.960148e+01	1.878110e+01
8630	1.99351	5.00615	6.92624	-7.969152e-01	2.230093e+01	2.150402e+01
8635	1.96022	5.00615	7.21462	-1.457994e+00	1.807731e+01	1.661932e+01
8640	1.96022	5.0478	7.04043	-1.025263e+00	2.231766e+01	2.129240e+01
8645	1.99086	4.99727	6.85522	-6.859454e-01	2.072203e+01	2.003609e+01
8650	1.94539	4.99727	6.93976	-8.261590e-01	2.218618e+01	2.136002e+01
8655	2.08784	4.99727	6.96612	-8.833808e-01	2.197746e+01	2.109408e+01
8660	1.98238	4.92154	6.96612	-8.808651e-01	2.208386e+01	2.120299e+01
8665	1.98238	4.92154	6.99416	-9.347277e-01	2.220000e+01	2.126527e+01
8670	1.88129	4.86891	6.91624	-8.424691e-01	1.896301e+01	1.812055e+01
8675	2.16098	4.98277	6.929	-8.539051e-01	1.971679e+01	1.886288e+01
8680	2.01667	5.09829	6.929	-8.213599e-01	2.136188e+01	2.054052e+01
8685	1.97617	4.85297	6.97356	-9.262970e-01	2.053421e+01	1.960791e+01
8690	1.92047	4.78632	6.98031	-9.987605e-01	1.754394e+01	1.654518e+01
8695	2.01311	5.02862	6.98031	-8.967763e-01	2.273121e+01	2.183444e+01
8700	1.91896	5.03209	6.98031	-9.099877e-01	2.205555e+01	2.114556e+01
8705	2.02641	5.03209	6.98031	-8.982475e-01	2.265862e+01	2.176037e+01
8710	1.91145	5.03209	6.95368	-8.627908e-01	2.174597e+01	2.088318e+01
8715	1.97782	4.96764	6.95368	-8.481280e-01	2.248390e+01	2.163577e+01
8720	1.92641	4.96764	6.95368	-8.579737e-01	2.198183e+01	2.112386e+01
8725	1.92641	5.03841	6.99473	-9.366885e-01	2.216618e+01	2.122949e+01
8730	2.06339	5.07525	6.9984	-9.495790e-01	2.190450e+01	2.095492e+01
8735	2.14425	4.95017	7.091	-1.178556e+00	1.969944e+01	1.852088e+01
8740	1.95791	5.04405	7.07921	-1.111796e+00	2.186735e+01	2.075555e+01
8745	1.97679	5.04405	6.97479	-8.892125e-01	2.255373e+01	2.166452e+01
8750	2.07661	4.88607	6.97479	-9.219553e-01	2.089134e+01	1.996939e+01
8755	2.04663	5.08551	6.97479	-9.032266e-01	2.185710e+01	2.095387e+01
8760	1.99153	4.84548	6.9825	-9.469215e-01	2.039753e+01	1.945060e+01
8765	1.88868	4.96849	6.9825	-9.257931e-01	2.146866e+01	2.054287e+01
8770	2.01876	4.95061	7.00667	-9.524211e-01	2.257856e+01	2.162614e+01
8775	1.9592	4.95061	6.97284	-8.887667e-01	2.236581e+01	2.147704e+01
8780	1.99617	4.89102	6.94129	-8.466537e-01	2.129854e+01	2.045189e+01
8785	1.97694	4.97813	7.05513	-1.051750e+00	2.246134e+01	2.140959e+01
8790	2.00205	5.09881	6.94084	-8.416230e-01	2.153456e+01	2.069294e+01
8795	1.99707	5.09881	6.81253	-6.482893e-01	1.832393e+01	1.767564e+01
8800	2.13212	4.95532	7.09913	-1.190218e+00	1.992994e+01	1.873972e+01
8805	1.83233	4.94721	6.97538	-9.471737e-01	1.966069e+01	1.871351e+01
8810	1.96103	4.9421	7.0094	-9.621218e-01	2.235785e+01	2.139572e+01
8815	2.05851	5.11581	6.98514	-9.377920e-01	2.116288e+01	2.022509e+01
8820	2.08046	4.97765	6.98514	-9.180711e-01	2.214476e+01	2.122668e+01
8825	1.9667	4.97765	7.12046	-1.206565e+00	2.124982e+01	2.004326e+01
8830	1.93932	5.00184	6.92431	-8.008437e-01	2.190174e+01	2.110089e+01
8835	1.95535	4.98981	7.09138	-1.137046e+00	2.181926e+01	2.068222e+01
8840	2.11364	4.98981	7.09949	-1.178222e+00	2.057303e+01	1.939481e+01
8845	2.04369	5.09731	6.99138	-9.390751e-01	2.172584e+01	2.078676e+01
8850	1.87088	5.03432	7.05947	-1.095119e+00	2.070550e+01	1.961038e+01
8855	1.8743	4.94517	6.94645	-8.696498e-01	2.065338e+01	1.978373e+01
8860	1.9461	4.94517	7.08286	-1.124669e+00	2.157687e+01	2.045220e+01
8865	2.0665	4.90756	7.08286	-1.138779e+00	2.087184e+01	1.973306e+01
8870	2.03263	5.01638	6.9913	-9.188264e-01	2.272955e+01	2.181073e+01
8875	1.98999	5.01638	6.9913	-9.168975e-01	2.282283e+01	2.190593e+01
8880	2.03169	5.01638	6.97674	-8.905170e-01	2.268675e+01	2.179623e+01
8885	1.98775	5.01638	7.0083	-9.509773e-01	2.282044e+01	2.186946e+01
8890	1.98775	5.01638	7.03914	-1.015591e+00	2.267660e+01	2.166101e+01
8895	2.12935	5.16971	7.03914	-1.105821e+00	1.814424e+01	1.703842e+01
8900	2.14129	5.0115	6.95297	-8.839500e-01	2.062488e+01	1.974093e+01
8905	1.90734	5.0075	6.9342	-8.277473e-01	2.154128e+01	2.071353e+01
8910	2.08368	4.99694	7.06552	-1.087053e+00	2.174256e+01	2.065551e+01
8915	2.06572	4.8914	7.06294	-1.099436e+00	2.084276e+01	1.974332e+01
8920	2.06425	5.11486	7.07025	-1.118408e+00	2.064605e+01	1.952764e+01
8925	2.06425	5.10008	6.96304	-8.904993e-01	2.131620e+01	2.042570e+01
8930	2.06425	5.07111	6.96304	-8.805826e-01	2.181341e+01	2.093282e+01
8935	2.06425	5.04303	7.01591	-9.776934e-01	2.225108e+01	2.127338e+01
8940	1.78963	4.99583	6.8923	-8.297536e-01	1.719048e+01	1.636073e+01
8945	1.89919	4.99583	6.8923	-7.615689e-01	2.064428e+01	1.988271e+01
8950	1.94895	4.99583	7.00551	-9.497208e-01	2.259526e+01	2.164554e+01
8955	1.86323	5.06698	7.00551	-9.908607e-01	2.051803e+01	1.952717e+01
8960	1.79797	5.04045	7.04685	-1.116390e+00	1.834922e+01	1.723283e+01
8965	1.96692	4.87814	7.04685	-1.063372e+00	2.102503e+01	1.996166e+01
8970	1.91672	4.89799	7.04685	-1.066169e+00	2.088127e+01	1.981510e+01
8975	1.91033	5.08774	7.04685	-1.062962e+00	2.106387e+01	2.000091e+01
8980	1.85519	5.04729	7.10112	-1.202505e+00	1.949228e+01	1.828978e+01
8985	2.00987	4.8727	7.00855	-9.832586e-01	2.120171e+01	2.021845e+01
8990	2.01045	4.97363	6.98487	-9.052081e-01	2.275958e+01	2.185437e+01
8995	2.00284	5.02284	7.11853	-1.199619e+00	2.141353e+01	2.021391e+01
9000	2.02953	4.94663	6.91353	-7.828632e-01	2.172265e+01	2.093979e+01
9005	1.95118	4.94663	6.99169	-9.273896e-01	2.232068e+01	2.139329e+01
9010	1.84742	4.94663	6.94594	-8.833891e-01	1.990600e+01	1.902261e+01
9015	1.93109	5.04891	6.89733	-7.634275e-01	2.107083e+01	2.030741e+01
9020	2.06461	4.93596	6.92801	-8.163429e-01	2.149871e+01	2.068236e+01
9025	2.09427	4.93596	6.9204	-8.128403e-01	2.091411e+01	2.010127e+01
9030	1.89767	4.95774	7.10715	-1.195171e+00	2.046996e+01	1.927478e+01
9035	2.01187	4.85613	7.10715	-1.212333e+00	1.960263e+01	1.839030e+01
9040	1.97855	4.86302	7.10165	-1.195818e+00	1.987845e+01	1.868263e+01
9045	1.97855	4.86302	7.10165	-1.195818e+00	1.987845e+01	1.868263e+01
9050	2.06338	5.01258	7.07245	-1.097149e+00	2.193293e+01	2.083578e+01
9055	2.06338	5.02297	7.0921	-1.143666e+00	2.157265e+01	2.042899e+01
9060	2.09375	5.02297	6.93457	-8.297377e-01	2.149998e+01	2.067024e+01
9065	2.02921	5.16803	6.93457	-8.692829e-01	1.951226e+01	1.864298e+01
9070	2.02921	5.09978	6.9457	-8.523152e-01	2.148814e+01	2.063583e+01
9075	1.98416	5.01174	6.93702	-8.161504e-01	2.241979e+01	2.160364e+01
9080	2.00597	4.96226	7.00418	-9.447148e-01	2.271546e+01	2.177075e+01
9085	2.00105	4.97223	7.14689	-1.271874e+00	2.062671e+01	1.935484e+01
9090	1.97478	4.97223	6.91503	-7.807126e-01	2.197994e+01	2.119923e+01
9095	2.09742	4.9151	7.02207	-1.011921e+00	2.113777e+01	2.012585e+01
9100	1.86856	5.092	7.14899	-1.327264e+00	1.804361e+01	1.671634e+01
9105	1.95697	4.99173	6.8611	-6.980220e-01	2.070237e+01	2.000435e+01
9110	2.17423	5.0608	7.05234	-1.111667e+00	1.918002e+01	1.806836e+01
9115	1.96519	4.88698	6.86883	-7.334387e-01	1.968464e+01	1.895120e+01
9120	1.98192	5.09018	6.86883	-7.223896e-01	2.026881e+01	1.954642e+01
9125	2.01839	5.14805	6.83738	-7.055581e-01	1.795004e+01	1.724448e+01
9130	2.01914	4.98314	6.99609	-9.269221e-01	2.280007e+01	2.187314e+01
9135	1.93632	4.89523	7.04045	-1.047632e+00	2.117165e+01	2.012402e+01
9140	2.00207	5.08223	7.04045	-1.031098e+00	2.203323e+01	2.100214e+01
9145	2.00207	5.08223	7.02336	-9.947395e-01	2.214155e+01	2.114681e+01
9150	2.06701	5.02354	7.09898	-1.161054e+00	2.139070e+01	2.022965e+01
9155	1.89947	5.14749	6.95921	-9.188749e-01	1.948554e+01	1.856666e+01
9160	1.89026	5.01762	6.95083	-8.645978e-01	2.136143e+01	2.049683e+01
9165	2.01509	4.98411	7.08213	-1.112121e+00	2.214829e+01	2.103617e+01
9170	2.03677	4.98411	6.98098	-8.992865e-01	2.266859e+01	2.176931e+01
9175	1.87317	5.00158	7.01415	-9.942774e-01	2.121291e+01	2.021864e+01
9180	2.01441	5.00158	7.01415	-9.625209e-01	2.282982e+01	2.186730e+01
9185	2.06717	5.00158	7.01161	-9.659249e-01	2.240666e+01	2.144073e+01
9190	2.0075	5.00158	6.94483	-8.292653e-01	2.254838e+01	2.171912e+01
9195	1.99857	5.08698	6.85385	-6.989560e-01	1.993924e+01	1.924028e+01
9200	1.99857	5.03416	7.10753	-1.173930e+00	2.159513e+01	2.042120e+01
9205	1.91543	5.03405	6.83778	-6.782195e-01	1.935023e+01	1.867201e+01
9210	2.16975	5.0535	6.95846	-9.171329e-01	1.951326e+01	1.859613e+01
9215	1.87966	5.02852	6.96612	-8.985308e-01	2.119567e+01	2.029714e+01
9220	2.10496	4.88233	6.90613	-8.130114e-01	1.946078e+01	1.864777e+01
9225	1.88179	4.88233	6.88994	-7.931499e-01	1.879519e+01	1.800204e+01
9230	2.02526	5.19824	7.04399	-1.105122e+00	1.866932e+01	1.756420e+01
9235	2.02526	5.04778	7.04415	-1.031440e+00	2.238789e+01	2.135645e+01
9240	2.00112	4.91341	7.04415	-1.040596e+00	2.190966e+01	2.086906e+01
9245	1.9806	5.06986	7.01406	-9.724301e-01	2.232433e+01	2.135190e+01
9250	1.9806	4.94724	6.95059	-8.457861e-01	2.228785e+01	2.144206e+01
9255	2.07276	5.04344	6.95059	-8.538286e-01	2.190334e+01	2.104951e+01
9260	2.09069	5.13624	6.95059	-8.930392e-01	1.993207e+01	1.903903e+01
9265	2.09069	5.02994	6.95059	-8.577071e-01	2.170849e+01	2.085078e+01
9270	2.03647	5.06502	6.95059	-8.505800e-01	2.206643e+01	2.121585e+01
9275	1.87985	4.95436	6.86669	-7.353550e-01	1.937037e+01	1.863502e+01
9280	1.92191	4.91005	7.03748	-1.039543e+00	2.128002e+01	2.024048e+01
9285	1.92574	5.10321	7.03748	-1.043493e+00	2.110253e+01	2.005903e+01
9290	1.97098	5.19905	7.07241	-1.169631e+00	1.828099e+01	1.711136e+01
9295	2.03047	5.03753	7.07241	-1.093378e+00	2.211601e+01	2.102263e+01
9300	2.03071	5.01747	6.87623	-7.190007e-01	2.118398e+01	2.046498e+01
9305	2.04447	4.97684	6.88551	-7.356657e-01	2.127727e+01	2.054161e+01
9310	2.04447	4.95364	6.88551	-7.388921e-01	2.111165e+01	2.037275e+01
9315	2.16619	4.95364	7.01392	-1.021164e+00	1.985529e+01	1.883412e+01
9320	1.99683	5.0814	7.01392	-9.748971e-01	2.218864e+01	2.121374e+01
9325	1.91305	4.90998	7.00443	-9.736347e-01	2.126586e+01	2.029222e+01
9330	1.93841	4.97292	6.9311	-8.141561e-01	2.191348e+01	2.109933e+01
9335	2.1664	5.03095	6.93065	-8.616157e-01	1.950254e+01	1.864092e+01
9340	2.12083	5.11909	6.99741	-9.857973e-01	1.998155e+01	1.899575e+01
9345	2.06078	4.96216	7.04769	-1.043587e+00	2.212822e+01	2.108463e+01
9350	2.05463	4.9687	7.04769	-1.041262e+00	2.224574e+01	2.120448e+01
9355	1.8889	4.95214	7.04769	-1.062604e+00	2.115033e+01	2.008773e+01
9360	1.88536	4.95214	7.04769	-1.064199e+00	2.106947e+01	2.000527e+01
9365	2.01425	5.06342	7.04769	-1.041785e+00	2.222412e+01	2.118233e+01
9370	2.14629	4.89873	7.0748	-1.157496e+00	1.911864e+01	1.796114e+01
9375	2.09337	4.85362	7.04906	-1.096637e+00	1.958358e+01	1.848694e+01
9380	1.99298	5.11546	6.8893	-7.632644e-01	2.028065e+01	1.951738e+01
9385	1.99298	4.94236	6.8893	-7.432463e-01	2.126816e+01	2.052492e+01
9390	1.99298	4.87819	6.96623	-8.979146e-01	2.123029e+01	2.033237e+01
9395	1.98759	4.81112	6.81033	-6.976659e-01	1.556859e+01	1.487092e+01
9400	1.95484	5.00538	7.05103	-1.044811e+00	2.239887e+01	2.135406e+01
9405	1.88587	4.97567	6.9862	-9.334151e-01	2.145798e+01	2.052456e+01
9410	2.01111	4.94205	6.88945	-7.437007e-01	2.126222e+01	2.051852e+01
9415	1.85896	4.93435	7.16174	-1.357605e+00	1.778221e+01	1.642461e+01
9420	1.80638	4.93435	6.81341	-7.134598e-01	1.507942e+01	1.436596e+01
9425	1.93066	4.9893	6.9312	-8.151082e-01	2.187593e+01	2.106082e+01
9430	2.10325	5.06587	6.97393	-9.126267e-01	2.129837e+01	2.038574e+01
9435	1.90457	4.91928	6.98792	-9.407710e-01	2.125542e+01	2.031465e+01
9440	1.94596	4.92606	6.9797	-9.104008e-01	2.196293e+01	2.105253e+01
9445	1.86215	5.02974	6.94772	-8.740831e-01	2.056860e+01	1.969451e+01
9450	2.06766	5.02974	6.96454	-8.759275e-01	2.219579e+01	2.131986e+01
9455	1.90332	5.12256	7.02147	-1.025994e+00	2.036765e+01	1.934166e+01
9460	2.06999	5.05518	7.03477	-1.021248e+00	2.195963e+01	2.093838e+01
9465	2.09268	4.87333	6.9629	-9.112277e-01	2.023819e+01	1.932696e+01
9470	1.99586	4.99908	6.9629	-8.619938e-01	2.272182e+01	2.185982e+01
9475	1.99586	4.8987	6.9629	-8.825168e-01	2.167399e+01	2.079147e+01
9480	2.08515	4.8987	6.94676	-8.676164e-01	2.080293e+01	1.993532e+01
9485	2.13977	5.11691	7.01677	-1.033913e+00	1.951324e+01	1.847932e+01
9490	1.99777	5.06427	7.01677	-9.757797e-01	2.243034e+01	2.145456e+01
9495	2.08037	5.02556	7.01677	-9.817329e-01	2.213360e+01	2.115187e+01
9500	2.06051	5.0769	7.01677	-9.866576e-01	2.188860e+01	2.090195e+01
9505	1.95686	5.06492	7.01677	-9.796576e-01	2.223081e+01	2.125115e+01
9510	1.89124	5.04612	6.95526	-8.758380e-01	2.124702e+01	2.037118e+01
9515	2.00582	5.02666	6.99277	-9.205254e-01	2.279029e+01	2.186977e+01
9520	1.9623	5.02666	6.93538	-8.167701e-01	2.222374e+01	2.140697e+01
9525	2.04272	5.02666	6.94325	-8.314126e-01	2.228806e+01	2.145665e+01
9530	2.06597	5.05259	6.94325	-8.405760e-01	2.183077e+01	2.099020e+01
9535	1.95801	5.05259	7.04828	-1.043670e+00	2.218152e+01	2.113786e+01
9540	2.00313	5.05259	7.08297	-1.118666e+00	2.190555e+01	2.078688e+01
9545	2.00313	4.99668	7.01574	-9.654105e-01	2.284271e+01	2.187730e+01
9550	2.01492	4.95059	6.92243	-7.956194e-01	2.197697e+01	2.118135e+01
9555	1.95055	5.08859	6.95946	-8.761994e-01	2.166323e+01	2.078703e+01
9560	2.0779	4.98697	6.95946	-8.680906e-01	2.207294e+01	2.120485e+01
9565	1.87371	5.05872	6.8398	-7.031157e-01	1.829520e+01	1.759209e+01
9570	1.94321	4.95976	7.04464	-1.036355e+00	2.217313e+01	2.113678e+01
9575	1.94321	4.95976	7.00735	-9.579066e-01	2.236409e+01	2.140618e+01
9580	2.11536	5.05684	6.98392	-9.348440e-01	2.118653e+01	2.025169e+01
9585	2.09859	4.85794	7.09733	-1.206814e+00	1.889982e+01	1.769301e+01
9590	2.01271	5.12699	7.05295	-1.077488e+00	2.096068e+01	1.988320e+01
9595	2.02494	5.07168	6.98303	-9.115575e-01	2.226614e+01	2.135458e+01
9600	2.02494	4.94043	6.98303	-9.083789e-01	2.241098e+01	2.150260e+01
9605	1.9127	4.96975	6.92838	-8.174861e-01	2.146656e+01	2.064907e+01
9610	1.99049	5.06028	6.9931	-9.271492e-01	2.249235e+01	2.156520e+01
9615	1.99049	5.06028	6.95732	-8.591355e-01	2.230980e+01	2.145066e+01
9620	2.06709	4.986	6.99882	-9.404403e-01	2.239816e+01	2.145772e+01
9625	2.11016	5.01821	7.03465	-1.030030e+00	2.150320e+01	2.047317e+01
9630	2.02284	5.0636	7.15511	-1.300879e+00	1.999922e+01	1.869834e+01
9635	1.9385	5.01463	7.1164	-1.201297e+00	2.110679e+01	1.990549e+01
9640	2.06047	5.06085	7.02015	-9.892368e-01	2.209818e+01	2.110895e+01
9645	2.06088	5.06085	6.90644	-7.786025e-01	2.123932e+01	2.046072e+01
9650	2.03826	4.94423	7.02489	-9.935719e-01	2.234392e+01	2.135035e+01
9655	1.99439	4.98344	7.02489	-9.850346e-01	2.277520e+01	2.179017e+01
9660	1.99439	4.95315	7.14622	-1.273068e+00	2.049659e+01	1.922352e+01
9665	1.99439	5.05721	7.14228	-1.265047e+00	2.050760e+01	1.924255e+01
9670	1.98153	5.04128	7.00418	-9.458818e-01	2.266294e+01	2.171706e+01
9675	1.95581	4.93874	7.00418	-9.532023e-01	2.227921e+01	2.132600e+01
9680	2.00431	4.90079	6.97346	-9.014449e-01	2.178651e+01	2.088507e+01
9685	2.04549	5.11478	7.07768	-1.131330e+00	2.074343e+01	1.961210e+01
9690	2.02676	5.12027	7.07768	-1.131202e+00	2.074900e+01	1.961779e+01
9695	1.94818	5.00412	7.07768	-1.106247e+00	2.199103e+01	2.088478e+01
9700	1.98352	5.05419	7.04473	-1.033286e+00	2.235032e+01	2.131704e+01
9705	2.1301	4.96014	7.0531	-1.082260e+00	2.072816e+01	1.964590e+01
9710	1.88808	4.96014	7.0205	-1.003467e+00	2.138745e+01	2.038398e+01
9715	2.09043	4.96014	6.96379	-8.831433e-01	2.175212e+01	2.086897e+01
9720	1.88899	5.04377	6.96379	-8.920897e-01	2.128839e+01	2.039630e+01
9725	2.01883	4.93311	7.07969	-1.115143e+00	2.174335e+01	2.062821e+01
9730	1.91992	4.93184	7.07969	-1.127600e+00	2.110473e+01	1.997713e+01
9735	1.93463	5.10209	6.96152	-8.888022e-01	2.123637e+01	2.034757e+01
9740	1.93005	5.15754	6.96157	-9.189274e-01	1.972540e+01	1.880648e+01
9745	2.1152	5.1501	6.96157	-9.311031e-01	1.912359e+01	1.819249e+01
9750	1.89479	4.94367	6.96157	-8.879866e-01	2.125885e+01	2.037086e+01
9755	2.06531	4.94367	6.99028	-9.290291e-01	2.210592e+01	2.117689e+01
9760	2.00188	4.98697	7.09283	-1.136650e+00	2.199066e+01	2.085400e+01
9765	1.84082	4.96132	6.96208	-9.141056e-01	1.998798e+01	1.907388e+01
9770	1.96107	5.075	7.0804	-1.121414e+00	2.150584e+01	2.038442e+01
9775	1.95117	5.12232	7.0888	-1.161470e+00	2.033779e+01	1.917632e+01
9780	2.03793	5.02058	6.93381	-8.135004e-01	2.223483e+01	2.142133e+01
9785	1.90102	4.87793	6.93579	-8.626132e-01	1.992523e+01	1.906262e+01
9790	1.90102	4.96199	6.96154	-8.819288e-01	2.156441e+01	2.068248e+01
9795	2.01362	4.96199	6.94824	-8.384970e-01	2.242301e+01	2.158451e+01
9800	2.01362	4.96199	7.01567	-9.684828e-01	2.267746e+01	2.170898e+01
9805	2.00925	4.82743	6.96797	-9.311211e-01	1.972530e+01	1.879417e+01
9810	2.00925	4.91906	6.98939	-9.256803e-01	2.217658e+01	2.125090e+01
9815	1.93188	4.96535	6.98512	-9.157628e-01	2.224318e+01	2.132741e+01
9820	2.02735	5.12734	6.78593	-6.308370e-01	1.652145e+01	1.589061e+01
9825	2.06953	5.12734	6.98575	-9.474049e-01	2.074126e+01	1.979385e+01
9830	2.11201	5.02605	6.98575	-9.317516e-01	2.152415e+01	2.059240e+01
9835	2.13773	5.04091	6.98575	-9.465900e-01	2.077902e+01	1.983243e+01
9840	2.11427	5.08093	6.8599	-7.316716e-01	1.891387e+01	1.818219e+01
9845	2.04978	5.02517	7.01074	-9.613337e-01	2.255103e+01	2.158970e+01
